song_name,artist_name,decade,lyrics
אם אתה בסביבה,אריק סיני,1980s,"רחוב ישן בצהרי היום
לצידיו בתים עם גג אדום
במספרה ממול יושב אדון
מסתפר.
פסי רכבת חוצים שדה
וגשר מעל הפסים חוצה
מכולת בית מלון
בית דואר בלי חלון.
כן כך נראית העיירה שלי
אם תעצור אולי תראה אותי
ואם אתה נמצא כבר בסביבה
דע לך שכאן הזמן לא הכרחי.
הנפח את הפח חתך
ועוד כמה חורים קדח
הוא בונה חלון לבית המלון
מתפרנס.
גברת שמידט אשתו של הקצב
תמיד אומרת ""זה המצב""
עשבים שוטים
כלבים וחתולים.
כן כך נראית העיירה שלי..."
זה היה ביתי,מני בגר,1980s,"איך שבאו חברים יום יום לשבת
על כוסית או שתיים
סיפורי ילדות סיפרנו על שטיח בפינה
חתול ישב לו
קפה שחור מספלים קטנים
תקליטים, קוביות ומשחקים
זה היה ביתי
עם גינה ולול היה ביתי
היה שלך, היה שלי, היה שלנו
עם שחר יגורו בו זרים
ואנחנו עם כל הזכרונות נעלמים, נעלמים
שוב לא רואים נרות דולקים
בחלונות מאז עזבנו
כשאת הלכת הלכו איתך כל אותם
הידידים איתם תמיד צחקנו
החתול האפור כבר נעלם
הקול שבחצר נדם
זה היה ביתי..."
שוב בתמונה,ירדנה ארזי,1980s,"אני שוב בתמונה
הייתי כבר בדרך אחרת
הייתי כבר רחוקה
הייתי קרובה
הייתי עונה
מוצאת בתוכי עוד פינה
עצורת נשימה, כואבת
ובכל זאת הולכת
אני שוב משתנה
הייתי האישה אחרת
הייתי זרה
הייתי כנועה
הייתי שונה
מוצאת את עצמי בפינה
עומדת צמודה
ובכל זאת הולכת"
תמונות בחושך,דפנה דקל,1980s,"האורות כבים
המסך שוב נפתח
חיילים שבים
אל עירם במזרח.
במרכז העיר
הם פוגשים נערה
וחייל צעיר 
מחייך לעברה
בעוברה.
הוא אומר שלום
היא אומרת נעים
יש לו רק עוד יום
אחר כך הם נוסעים.
הוא רוצה לרקוד
היא אומרת: ""אפשר"".
תוך שלוש דקות 
הם כמו זוג מאושר
שנקשר.
יושבת בחושך,
רואה ובוכה את האושר מולי 
על המסך העונה לקולי.
ואני מחכה עוד דקה, עוד דקה
בגללי, בגללך,
עד שיוצג שוב הסרט שלי ושלך.
הוא עוזב עם אור
ומשאיר לה מכתב
""לא אשכח, אחזור,
ולנצח נאהב"".
לא יכול להיות
מחכה עוד עונה
לא רוצה לחיות
אך אוהבת את בנה
בן שנה.
לא נשאר סיכוי
והילד בן שש
כל אדם שפוי
כבר היה מתייאש.
יום אחד פתאום
הוא חוזר מן הכפור
ואומר: ""שלום,
הן הבטחתי לזכור
ולחזור"".
יושבת בחושך..."
סימנים של אוהבים,עפרה חזה,1980s,"איך אתה איתי רוצה רק לשחק 
בא, הולך, הולך ובא ומתרחק 
לפעמים מכאיב, מושך לי בצמה 
ואומר לי שאני ילדה קטנה 
נתתי לך כמעט את כל המשחקים 
אבל אתה ואיה צוחקים 
סימנים של אוהבים הם אור וצבע 
רק אתה הולך איתי בדמיונות 
סימנים של אוהבים הם צחוק ודמע 
החוזרים אלי תמיד בחלומות 
בשדה ירוק ראיתי את שניכם 
מחלקים זר חמציצים ביניכם 
צוף לך וצוף גם לה כפרפרים 
אתם לי מתפזרים לכל הכיוונים 
ומשאירים אותי לבכות שם בחצר 
עצובה לי ככה, עם אחר 
סימנים של אוהבים...
ביום ראשון אמרת לי ביום שני 
ביום שני צחקת לי: ""זה לא אני"" 
ביום שלישי אמרת פעמיים טוב 
למחרת כל כך הרבית לחשוב 
בחמישי ובשישי הבטחת לי: 
""ביום שבת שוב נטייל ואל תבכי"" 
סימנים של אוהבים..."
אני ואת אז,יצחק קלפטר,1980s,"לילה, לילה מסביב
כוכבים זרועים בתוך שמיים בהירים
כאן אצלך על המרפסת
האור דולק למטה הרחוב שקט
שנינו יושבים על המזרון עם הקפיצים
עוד כוס קפה ועוד סיגריה מדליקים
ואז אני אומר שזה כל כך נחמד
ואת שואלת מה כל כך פה מיוחד
דו קרב בין גבר לאישה
תני לי את הים וקחי לך את היבשה
הנה הערב כבר עובר
לא יודע אם ללכת או להישאר
ואת יפה מאוד לך זה לא חשוב
צבע עורך עובד עלי כמו כישוף
ואת רכה מאוד ואני קצת גס
מי ינצח פה ומי יצא מובס
די לך די להתחמק
אם ליבך הוא ריק
אז תני לי להבין כעת
אל תמשיכי לשחק
פעם כן ופעם לא אני כבר מתמוטט
ואז אני שואל מתי יבוא שלום
ואת שואלת אם התחלתי לחלום
ואז אני אומר הבוקר כבר עלה 
ואת צוחקת טוב נתחיל מהתחלה"
אצל הדודה והדוד,דני סנדרסון,1980s,"אצל הדודה והדוד
הם נסעו לחופש ביוון.
אצל הדודה והדוד
השאירו בית מגוון.
עם ספות נוחות
ומקום לרקוד
מקרר מלא בהפתעות.
עם סלון אדיר
ומיזוג אוויר
והכל אצל הדודה והדוד.
אצל הדודה והדוד
אספנו כמה ידידים.
אצל הדודה והדוד
אירגנו ערב ריקודים.
בחורות אין סוף
עם או בלי מחשוף
נהרו לבית במאות.
כל אנשי השיק
כל המי ומיק
נפגשו אצל הדודה והדוד.
אצל הדודה והדוד
חגיגה כזאת עוד לא היתה.
אצל הדודה והדוד
עד לשעות הבוקר נמשכה.
תסרוקות רקדו
משקאות רוקנו
אנשים נתלו על קירות.
תקליטים כסחו
השכנים צרחו
והכל אצל הדודה והדוד.
אצל הדודה והדוד
הם עמדו בפתח המומים.
אצל הדודה והדוד
הם הקדימו בכמה ימים.
תוך דקה ושליש
לא נותר שם איש
הסתלקו באופן אצילי.
ואם אותי תשאל
אז זה די מזל
שהם לא הדודה והדוד שלי."
ממריאה ברוח,גלי עטרי,1980s,"בתוך השטח הפתוח ממתינה תשובה
יצאתי לקראתה לבד, שבתי עם אכזבה
חיפשתי למה ומדוע ובהקרבה
ניסיתי שוב אחרי שבוע, אבדה תקווה.
עם תלתל פרוע ממריאה ברוח
אני כמו נוצה, מה אני רוצה
עם תלתל פרוע ממריאה ברוח.
מצאתי לי מקום קבוע, יש לי עבודה
מצאתי חברים אבל שוב אני בודדה
ואיש עוד לא הצליח לפתור לי את החידה
האם זה ייתכן שאני סתם אבודה?
עם תלתל פרוע ממריאה ברוח
אני כמו נוצה, מה אני רוצה
עם תלתל פרוע ממריאה ברוח.
הנה אתמול, אחרי שנתיים, כמו בהתחלה
פתאום נרעדתי כולי, משהו נתגלה
פתאום הרגשתי מעופפת, איזו הקלה
הבנתי שהזמן הגיע, אני עולה.
ממריאה ברוח בכיוון בטוח
אני כמו נוצה, כך אני רוצה
ממריאה ברוח לכיוון בטוח.
בתוך השטח הפתוח ממתינה תשובה
יצאתי לקראתה לבד, כמה אני קרובה
חוזרת לי עכשיו הביתה, הרגשה טובה
כן שם איתכם אפשר לנוע באהבה...
ממריאה ברוח..."
הבוקר יאיר,שירה גבריאלוב,2000s,"עוד שעה יאיר הבוקר
והשחר יעלה ויזכיר
עוד חיוך שטוף באושר
מנשיקה של אוהבים
עצמתי עיניים ולחשתי לו בוא
אהיה מאושרת כשאהיה רק איתו
לא לא לא הוא לא יודע שאת פה
כי הוא רק חושב שאת נשארת לצידו
אבל את את את יודעת שאת לא כי עוד שעה
יאיר יבוא בוקר הוא לא פה...
עוד דקה הבוקר יאיר
יעלה לו השחר
ולי הוא יזכיר
עוד חיוך שחבוי בדמעה
בנשיקה של אוהבים
שאף פעם לא הייתה
לא לא לא הוא לא יודע שאת פה
כי הוא רק חושב שאת נשארת לצידו
אבל את את את יודעת שאת לא כי עוד שעה
יאיר יבוא בוקר הוא לא פה...
שהבוקר יאיר
והשמש תזרח
והשחר יזכיר
הוו הוו יאיר
עוד שעה יאיר הבוקר
והשחר יעלה ויזכיר לי
לא לא לא הוא לא יודע שאת פה
כי הוא רק חושב שאת נשארת לצידו
אבל את את את יודעת שאת לא כי עוד שעה
יאיר יבוא בוקר הוא לא פה..."
אקדחים שלופים,אביב גפן והתעויוט,2000s,"הוא חזר מהצבא
הוא נראה עייף נורא
אבל עוד מעט הוא כבר מגיע
שביל ישן שבשכונה
הוא חוצה לאהובה שמחכה
השכנים שבחלון
צוחקים, עוברים לדום
באפו הריח של הבית
לאמו שבכניסה
הוא מחליף ת'דאגה
בנשיקה
אבל בתוכו אקדחים שלופים
אנשים בוכים
הקוצים פורחים
אבל בתוכו אקדחים שלופים
זה תמיד כואב כשהפצעים פתוחים
בחלון כוכב עולה
היא רואה אותו בוכה
ואומרת ""גם אני פוחדת""
הוא עונה לה ""זה קשה לעזוב דבר יפה
כמו שאת"".
אבל בתוכו...
וברדיו יש שיחה
דמות בכירה בממשלה
מרגישה שהשלום מגיע
הוא יושב בתחנה
הוא נרדם בישיבה
וחולם
עליה."
יזראל,שרון חזיז,2000s,"אצלנו ביזראל
אנשים יפים, טיפה עצבניים
מדינה תוססת
אצלנו ביזראל
אצלנו ביזראל
מערכת הבריאות על הפנים
הכלכלה נוגסת
אצלנו ביזראל
אז מה כבר השתנה?
היה פעם שיר על איזו מדינה
ומה עוד אפשר להגיד
ומי פה מחליט?
מליון מחשבות על מליון
ואיך נכנסים לעשירון העליון
המקום הראשון
ועומס החום - שמסרב לרדת
המון מחשבות על סגנון
ואיך נכנסים לתכנית של היום
אצלך בסלון, אצלך בארון
ומה המנחה לובשת..
כי הכל מותר ותנסה לזרום
אצלנו ביזראל
התכנים חדשים, כוכבים נולדים
והשכנה מפורסמת
היא בטח מפוצצת
אצלנו ביזראל
האנשים יפים, רק קצת עצבניים
האווירה תוססת
כמו במשחק תופסת
אז מה כבר השתנה
היה פעם שיר על איזו מדינה
ומה עוד אפשר להגיד
ומי פה מחליט
מליון מחשבות על מליון
ואיך נכנסים לעשירון העליון
המקום הראשון
ועומס החום - שמסרב לרדת
המון מחשבות על סגנון
ואיך נכנסים לתכנית של היום
אצלך בסלון, אצלך בארון
ומה המנחה לובשת..
תסובב ת'גלגל
ותראה שנצליח
אתה יכול לזכות
עוד תראה שנרוויח...
יש מליון מחשבות על מקום
שנרגיש את החום ונסגור פה ת'יום
אצלך בסלון, אצלך בארון
מקום שנרגיש בו בבית
מתי יגיע היום
נחיה ת'חלום, ולא בדמיון
נעשה ת'מליון 
נספיק המון
ועלה של זית..
כי הכל אפשר, אז תנסה לשרוד"
אם אפגוש את אלוהים,התקווה 6,2000s,"אם ביום מן הימים, אפגוש את אלוהים
את אללה, ג'ה ג'ה, Dieu, God או מלך המלכים
אבדוק אם לו פקידה שאוספת ת'פתקים
היש כל יחס למבקשים?
אם ביום מן הימים, אפגוש את אלוהים
בליווי מאבטחיו המלאכים
אבדוק אם כמו אצלנו גם שם בעננים
כבר אין מקומות בטוחים
האם הרעם הוא קולך? או הירח אור ביתך?
האם אנחנו לבדינו ביקום כולו?
אולי אתה יודע היכן נוחתים אחרי המוות,
האם גן העדן הוא רכוש פרטי שלך או לא?
מניין כל ההשראה הזו שבידך?
האם חששת אי פעם שיחיו כאן בלעדיך?
היש כל טעם לתפילה?
האם לך תשובות לכל בירור ושאלה?
האם אתה כועס על כל אדם שחזר בשאלה?
היש לך יכולת להגשים כל משאלה?
ומה נשמע חזק יותר הלוואי או אינשאללה?
בין כל החיים לבין כל המתים - אתה כאן או שם למעלה?
בין כל המטיפים לבין כל החוטפים - כאן או שם למעלה?
האם יש גברת אלוהים או אהבה שכך חלפה לה?
מנין אנו באים - מן הקוף או מלמעלה?
שאלות שטותיות כמו ""מה עשית אמש""?
האם גם אתה נזהר מפני קרני השמש?
או שגם לך יום מנוחה ביום שבת?
האם כמוך עוד רבים או שאולי אחת?
מי חזק בית כנסת, או מסגד או כנסייה?
האם כבוד הרב, המואזין או גברת נזירה?
למי פונה אתה ביום של רגעים קשים?
מיהו אלוהיך - אלוהים?"
כמו ששיר נוגע,נינט טייב,2000s,"אז הייתי מלאת אהבה
כעוברת לפני התיבה
מתעטפת ונפשי חשופה
עדיין הטעם מתוק
אף על פי שמזמן ורחוק
בימים שבהם הטוב עוד היה מנצח
במשעול התמימות
אז פסעתי בצעד להוט
בעולם שנראה כמו חידה
שאני עוד מעט אפצח
מאיפה היה לנו אור
ומאיפה ידעת לבחור
במילים שכל כך עמוקות התנגנו בי
ולפרוט על נימים
שהיו חבויים, רדומים
שהאירו חיים בדברים סוערים שמיד נענו בי
אז הייתי מלאת אהבה
כעוברת לפני התיבה
מתעטפת ונפשי חשופה
כן, הייתי מלאת אהבה
כעוברת לפני התיבה
ואלוהים יודע
שנגעת בי כמו ששיר נוגע
ובאו ימים אחרים
ולילות ארוכים וקרים
כמה חדים ופוצעים רסיסי הירח
כל המילים הטובות
שפתאום נעשו מכאיבות
בין שברי חלומות אבודים
שט הלב השבור הסולח
מעולם לא חזרת לשאול
איך חזרתי אני מן השאול
לעולם שהפך לחידה שכבר לא אפצח
איך הבנתי אט אט
כי מאותה נקודת המבט
לא הייתי בצד של הטוב או שהוא כבר לא מנצח
כי הייתי מלאת אהבה
כעוברת לפני התיבה
מתעטפת ונפשי חשופה
כן, הייתי מלאת אהבה
כעוברת לפני התיבה
ואלוהים יודע
שנגעת בי
נגעת בי"
הריקוד המוזר של הלב,גידי גוב ורונה קינן,2000s,"היא כותבת לי שורות קצרות
ואני עונה במגילות
המחוות שלה מאופקות
ושלי עולות על גדותיהן
היא מזמינה אותי לארוחת בוקר
אני מזמין אותה לחנוכת בית
היא אף פעם לא תהיה שלי
אולי תהיה קצת לידי 
וגם זה לא בטוח
כמה מתוק ומריר הכאב,
רק בגללו אני מוכן להתאהב
בעיניים בורקות בחיוך רעב...
אני רוקד את הריקוד המוזר של הלב
כל היום אני הולך ונזכר
ברחובות של פאריז איך היה לנו קר
התחבקנו דקות ארוכות מתוקות
התעוררתי ושוב זה נגמר
(אבל)
היום אני יוצא 
היום אני עושה מעשה
מישהו זרק לי גלגל הצלה
ואמר אהבה זה דבר מדבק
היא כותבת לי שורות קצרות
ואני עונה במגילות
המחוות שלה מאופקות
ושלי עולות על גדותיהן
היא מזמינה אותי להזהר, 
אני מזמין אותה להשאר.
היא מגיעה בשעה המדויקת 
ולרגע הכל מתאפשר.
כמה מתוק ומריר הכאב..."
מסכים שטוחים,נקמת הטרקטור,2000s,"צרצרים מצרצרים אנחנו פה לבד
בועות סבון שקופות עולות לאוויר עכשיו,
תפוחי זהב עוברים מיד ליד
צמר גפן מתוק מתוק בפה מתוק ביד
ויום אחד אולי יבוא משהו טוב על סוס לבן
ויום אחד אולי יבוא משהו טוב על סוס לבן
עולם מלא בוויטמינים
וצבעים שותקים
גנום הליום ומילניום
מסכים שטוחים
בועות שקופות באוויר
בועות צוחקות עולות לאוויר
הן מתנפצות אל תוך הקיר
וחלק מטיילות מעל העיר
הן מתנפצות אל תוך הקיר
וחלק מטיילות מעל העיר
ויום אחד אולי יבוא משהו טוב על סוס לבן
ויום אחד אלי יבוא משהו טוב על סוס לבן
יום אחד אולי יבוא...
יום אחד אולי יבוא...
משהו טוב משהו טוב
ויום אחד אולי יבוא...
ויום אחד אולי יבוא..."
עירומים,שחר אבן צור,2000s,"אני מעיל בארון תלוי על קולב
מתעורר משנתי עם קיצו של הסתיו
את גופיה לבנה חדשה במדף
שוכבת מקופלת בין כל האחרים
יש לי כמה כפתורים
אבל אני מוכרח אלייך להיפתח.
להתחבא, לכן נגזר עלי להתחשב באחרים
חבל שאי אפשר ללכת ערומים
חבל שלכולם יש את אותם בגדים
חבל שאי אפשר ללכת ערומים.
חיים ללא דימיון, חיים בתוך ארון
יש כמה מכנסיים שקפצו מהחלון
תיזהר, מאוד מהר תמצא את עצמך תלוי על חבל
אחרי שטיפת מוח, מחזיק אטב בכל הכח.
להתחבא, לכן נגזר...
מה שלא נחשוף כולנו באנו מהקוף
אני ואת שוכבים על החוף
ים כחול, צלחת מלאה, בננות צהובות
היה לי נעים מאוד להכיר
בואי נתפשט, אין מה להסתיר
כמו אדם וחווה כמו ילדים
בלי מותגים, פשוט עירומים.
להתחבא, לכן נגזר..."
באתי ממך,מוקי,2000s,"לא הייתי משנה שום דבר
יהיה מה שיהיה, עבר מה שעבר
טוב לי להיות איתך ככה
אז אני נשאר.
כי אני זוכר את הפעם הראשונה שראיתי אותך
זוכר את הפעם הראשונה שאני נגעתי בך
זוכר שאף פעם לא התרגשתי כל כך -
כל מה שרציתי היה רק להיות איתך.
זוכר ששאלת אם אני אוהב אותך
את זוכרת שעניתי שאני כולי שלך?
כך או כך אני לא אשכח איך הלב שלי נפתח
נראה לי שפשוט אני נולדתי לך.
לא הייתי משנה שום דבר...
אל תשאלי אותי ""ואם"" ""ואיך"" אני רק רוצה יותר ממך
לפעמים זה מסתבך והפחד שחותך
ויש את הכאב הזה, הכאב שנושך
מחכה לך, מחכה בצאתך ובבואך
מברך על כל לילה, על כל יום שמתארך
גם אם זה יותר מידי כשאני עומד מולך -
אני לא מוותר ואני לא הולך
אני באתי ממך ואני נשאר בשבילך
איך כל העולם מתהפך וזה רק בגללך
אם רק הייתי יכול להיבלע בתוכך
אם רק הייתי יכול לעטוף את כולך
אם רק הייתי יכול...
לא הייתי משנה שום דבר..."
תמיד כשאתה בא,אפרת גוש,2000s,"תמיד כשאתה בא
אני טיפה יותר 
יודעת שאסור
אבל זה לא עוזר לי
לא עוזר
כשאתה בא
אני שומרת מחזיקה 
עד שהכל עובר
אני יודעת למה באת
ומה אסור שייאמר
תמיד כשאתה בא
אני טיפה פחות 
מרוקנת מעצמי
אבל שומרת עוד כוחות
כשאתה בא 
אני נופלת בגללך
אני רוצה לבכות
אני יודעת למה באת 
ומה אסור לי לצפות
אולי אצליח יום אחד לצאת
אולי תראה בי מה שאני באמת
אולי אצליח יום אחד לצאת
אולי תראה בי מה שאני באמת
תמיד כשאתה בא
אני כאילו קצת 
יודעת שאסור
אבל כבר לא אכפת לי
לא אכפת
כשאתה בא
אני כאילו מוכנה 
לקום להיעלם
אני יודעת למה באת 
ומה אסור לי לדמיין
אולי אצליח יום אחד לצאת
אולי תראה בי מה שאני באמת
אולי אצליח יום אחד לצאת
אולי תראה בי מה שאני באמת"
אותך לצידי,חיים משה וליאור נרקיס,2000s,"חוזר לבדידות ולא מוצא אותך
החדר מיותם מהמגע שלך
זוכר את הלילות איתך את הרגעים
ושוב הלב נשבר מרוב געגועים
אני מרגיש כמו ים בסערה
ואת אפילו לא שואלת מה קרה
איתך אני יודע שהיתה לי דרך
בלעדייך אין לי מטרה
אני חייב אותך כאן לצידי
אני קרוע לגזרים אנא חזרי
אין מי שירגיע אין מי שילטף
וכשמגיע לילה כאב אותי עוטף
אני חייב אותך כאן לצידי
אני קרוע לגזרים אנא חזרי
אין מי שירגיע אין מי שילטף
וכשמגיע לילה כאב אותי עוטף
עכשיו אני שבור לאלף רסיסים
הולך לי לאיבוד יורד מהפסים
הייתי מנסה לשנות את חיי
לו רק היה סיכוי שתחזרי אלי
אני מרגיש כמו ים בסערה..."
חום יולי אוגוסט,סינרגיה,2000s,"חום יולי אוגוסט אז היה כבד מאוד,
שעת צהריים, הפלוגה הלכה בוואדי.
תרשום בספר דף, מדובר במלחמות,
תרשום פצועים שרועדים, וזה נורמלי.
הנעורים יפים, הקיץ אין סופי.
ועקנין הגיע לפלוגה, אלוף קריית גת,
שרף צריפים, ברח לבית גוברין,
המשטרה בעקבותיו, רק פה נרגע קצת.
את מה שאני זוכר מזה אני רושם,
מרחפים באלונקות שניים בלי שם,
בזמן האחרון אצלי תמונות חוזרות משם,
בזיכרון המעומעם שלי היום,
מסך כבד של מלחמות והזיות.
חום יולי אוגוסט אז, איצטרובל אחד נושר
מסוק נוחת, אני שוכב לבד בשטח.
כשהמסוק נעלם, אני פתאום רעב,
מת לאכול אותך בבסיס האם לנצח.
אני חוזר עם פס אלייך לביתך,
סוגר ת'חדר, גם אלוהים לא יכנס פה.
פתאום אביך נכנס, נראה כמו בוכה,
בתעלה פלוגה שלמה חטפה אש נ""ס ב""טמפו"".
את מה שאני זוכר מזה אני רושם,
תופס מונית חיפנית, קופץ לדיסקוטק.
זונות על הגדר אצלי בגוף רק שד בוער,
הולך לרקוד עם חיילים מתים בלב.
תרשום תרשום, רושם רושם."
לומדת לעוף,דנה ברגר,2000s,"יכול להיות שאתה מרגיש עזוב
אני קולטת את זה עכשיו פתאום
אולי הייתי יותר מדי עם עצמי
אולי תפסתי מרחק
מי מחכה למי באזור הנפשי
מי לא קורא למי
אני אני
להסתכל אחד לשני בעיניים
עכשיו אני לומדת לעוף חושבת על מים
עכשיו אני לומדת לעוף עוצמת עיניים
בינתיים
אני מבזבזת כוחות יקרים על שטויות
עושה רושם על זרים
יכול להיות שנשארת בצד לרגע
תבוא אלי ואל תוותר
אני אוהבת אותך יותר ויותר
אולי הרשתי יותר מדי לעצמי
אולי הגזמתי
אבל אני לומדת לעוף חושבת על מים
עכשיו אני לומדת לעוף עוצמת עיניים
בינתיים
יכול להיות שאתה מרגיש עזוב
אני קולטת את זה עכשיו פתאום
אולי הייתי יותר מדי עם עצמי
אולי תפסתי מרחק
מי מחכה למי באזור הנפשי
מי לא קורא למי
אני אני
להסתכל אחד לשני בעיניים
עכשיו אני לומדת לעוף חושבת על מים
עכשיו אני לומדת לעוף עוצמת עיניים
בינתיים"
לא מכירים אותך,הראל מויאל,2000s,"יש ימים בגשם שהכל נראה אפור
החזאי אומר שהתחילו הסופות 
והזמן עובר כי גם הוא רוצה לברוח מכאן.
הם אומרים המסר זה לא מה שחשוב עכשיו
""העיקר הכסף, העיקר תהיה כוכב""
אז אתה שותק
גם כשבא לך לצעוק עד שיכאב
כי במקום שזרעתי בו עצב, גדל לו חיוך
הם מסתכלים על זה הפוך 
או סתם בעצם הם לא מכירים אותך 
לא הם לא מכירים 
בימים כאלה אתה גר בתל אביב
בלי אישה או כלב ""לא רצית להקשיב""
אז אתה כותב על כל מי שניסה להטיף
כי במקום שזרעתי בו עצב...
והם אומרים לך תכתוב קצת מנוכר
תכתוב כמותם תכתוב על המחר 
תכתוב על עצב , שנראה לך מוכר 
לא הם לא מכירים אותך 
כי במקום שזרעתי בו עצב..."
בינונימי,אריק ברמן,2000s,"הכל מסביב בינוני, מי אני? אנונימי אני.
מה אני? בינונימי.
""מגיע לך מזל-טוב, יש כבר תאריך?
מי זה, אולי במקרה מישהו ששנינו מכירים?""
""לא, למדנו יחד באוניברסיטה,
הוא ממש מקסים וגם עשר במיטה!""
""אז מה, האהבה פורחת וכל החרא זה?""
""בחייך, אהבה זה לילדות בנות שבע עשרה,
הוא מכין ספגטי מצויין וההורים שלו טחונים
וחוץ מזה, אני עכשיו בחודש השני..."".
הכל מסביב בינוני, מי אני? אנונימי אני.
מה אני? בינונימי אני.
""אח שלי מה קורה? וואו שנים!""
""כן, מצאתי משהו טוב, אתה יודע... מחשבים,
לא עושה כלום כל היום, משחק בסוליטר,
גם הזמן טס, עובר ממש מהר.
מה איתך תגיד, חשבת על זה כבר?""
""כן, נראה לי שאני רוצה להיות זמר""
""זמר? אחי עזוב אותך מחלומות מטורפים,
כמוך יש בשקל כמה אלפים!""
הכל מסביב בינוני, מי אני? אנונימי אני.
מה אני? בינונימי אני.
""לאן אתה בדיוק חושב שאתה הולך?""
חשבתי, אתה יודע, לצאת קצת לחפש""
""בחוץ זה בית-משוגעים דפוק אחד גדול,
דוחפים לך שתן בסירופ אקמול!""
""שתן בסירופ אקמ...מה אתה אומר...
ואיך, תגיד לי, זה באמת עוזר?""
""תצחק, תלך לחברים ההומואים שלך,
עוד תחזור עם הזנב מגולח אל הצבא!"".
הכל מסביב בינוני, מי אני? אנונימי אני.
מה אני? בינונימי אני."
חיה בשבילך,זהבה בן,2000s,"במבט אחד קטן, נכנסת לחיי
וידעתי זה בטוח, אין מקום כאן לאולי
מהרגע הראשון הלב שלי אמר לי
שאתה אביר חלומותי.
וכמו גלי הים נזרום ביחד עד סוף העולם.
חיה בשבילך נשמה, נשמה
אוהבת רק אותך נשמה, נשמה
הולכת אחריך כפרה עליך
אתה נשמתי, אתה כל חיי.
בקלות אתה נותן לי להרגיש מתוק
כשאתה קורא לי מותק ומעיף אותי רחוק
בימים, כמו מגנט אוסף אותי אליך
בלילות, עוטף אותי בחום.
וכמו גלי הים נזרום ביחד עד סוף העולם."
שוביניסט,הבליינים,2000s,"שאלתי האם יתכן
אותה אתה רוצה ואיתי תתחתן
ידעתי זה יום הדין
פתחתי ת'חשבון אני מקווה שתבין
שכחתי כבר את שמך
אך הפה שלי זוכר את יוסוף שלך
קבעתי עם השכן
הוא יעזור לי לארוז האם זה יתכן?
היא לא תתן לך אף פעם מנוח
היא רק תגרום לך לרצות לברוח
שמעתי אנשים מדברים
נעלתי את החדר ונשארתי בפנים
חשבת שאיבדתי שליטה
דפקת לי בדלת וביקשת סליחה
היא לא תתן לך אף פעם מנוח...
לא לא אני לא מוכן
לגרום סבל לשום אדם
לא אני לא רוצה להיות ברוגז
לא אני לא רוצה לאכול אורז
אני רוצה לקום מוקדם כל יום
ללכת לישון עם השעון
ואם תגידו לי שלא הייתי רציני
אל תרביצו לי
שבוע אתה מתבודד
האם זה אמיתי או עלי הוא עובד?
ראיתי אותך נופל מחלון
הגופה שלך לא נתנה לי לישון
היא לא תתן לך אף פעם מנוח..."
גג העולם,יהודה פוליקר,2000s,"ינואר שש בבוקר זה עולם אחר
הדשא תמיד ירוק פה ונקי יותר
עכשיו אני כבר לא יודע
למה אני מתגעגע
אני אוהב ולפעמים שונא
וקצת סובל ונהנה מזה
אמרתי שכבר מצאתי
את מה שתמיד חיפשתי
אולי זה נשמע יפה
אם רק הייתי מאמין בזה
יש להם חיים נורמליים
בלי אייטולות, בלי גנרלים
ושחר של יום חדש כל יום
שרק לא יתקלקל פתאום
ועל גג העולם
טיפות של שלג אמיתי
נופלות בשקט על ראשי
על גג העולם
עולם מושלם נשקף מולי
אבל זה לא עולם שלי
וככה אני אופטימי
וזה כיף נורא
למה להיות פסימי?
למה מה קרה?
במקום להגיד הצילו
אני אומר שהחיים התחילו
מה שבא לי אני עושה
זה מין פיצוי עצמי
או מה שזה
ועל גג העולם
טיפות של שלג אמיתי
נופלות בשקט על ראשי
על גג העולם
עולם מושלם נשקף מולי
אבל זה לא עולם שלי
ועל גג העולם
טיפות של שלג אמיתי
נופלות בשקט על ראשי
על גג העולם
עולם מושלם נשקף מולי
אבל זה לא עולם שלי
על גג העולם...
זה לא עולם שלי."
אתה הולך לישון מוקדם,נורית גלרון,2000s,"תסתכל בי עכשיו, גם אני עליך
אסתכל עליך
זאת לא ההתחלה, או אחרי שנתיים או שלוש
לא שזה נגמר, לא שאני לא לצידך
ואתה לא לצידי
אבל איך קוראים לזה, מרחק
שמפריד אותך עכשיו, שמפריד אותי ממך
יש מרחק בינינו
אתה הולך לישון מוקדם, אני בלילה ערה
אתה מדבר עברית ואני לא מבינה
לא טוב, בינינו
לא נוכל להסתיר את עצמנו
את עצמנו משנינו
לא יודעת להבין מה עובר עלינו, איך פתאום
לא שאין כלום, לא שאני כבר לא שלך
ואתה כבר לא שלי
אבל זה מפחיד כל כך
ככה, להרגיש בלי לדבר
לחכות שיתפזר הערפל בינינו
אתה הולך לישון מוקדם..."
