song_name,artist_name,decade,lyrics
לא יוצאת למסיבות,ג'יין בורדו,2020s,"לא יכולה להתעלם, כשיש ת׳שיר הזה ברקע 
אתה עדיין מדבר, אבל אני אומרת רגע 
נראה לי שקוראים לי 
הידיים מתחילות את כל הגוף הן מובילות
אנחנו ממזמן כבר לא בקנזס
לא יוצאת למסיבות 
רוקדת רק בחתונות 
אבל פתאום השיר שלי
פסקול לסרט שאני
לא יוצאת למסיבות
לא מחפשת מחמאות 
רוקדת להזיז ת'לב
ולנער מה שכואב 
הבעיות שלי שזורות, בחרוזים כמו שרשרת 
נראה לי טוב על הצוואר, אבל כבד לי כמו עופרת 
אני צריכה לתפוס יותר מקום פה במרחב 
לפתוח את הלב רחב
אנחנו ממזמן כבר לא בקנזס
לא יוצאת למסיבות 
רוקדת רק בחתונות 
אבל פתאום השיר שלי
פסקול לסרט שאני
לא יוצאת למסיבות
לא מחפשת מחמאות 
רוקדת להזיז ת'לב
ולנער מה שכואב
לא יכולה להתעלם כשמתנגן השיר הזה 
כשיש לי לחץ בחזה, אני צריכה רק עוד קצת
שישתחרר לי חשמל בגוף
ששום דבר לא יהיה חשוב
ששום דבר לא יהיה חשוב
לא יוצאת למסיבות 
רוקדת רק בחתונות 
אבל פתאום השיר שלי
פסקול לסרט שאני
לא יוצאת למסיבות
לא מחפשת מחמאות 
רוקדת להזיז ת'לב
ולנער מה שכואב"
נתתי אותי אל העיר,שי המבר,2020s,"על הלילות
הנפילות
אני לא רוצה לדבר
על הדמעות
החלומות
אני לא רוצה לדבר
אין לי מה לחפש פה יותר
אין לי מה לאבד פה יותר
מישהו פעם אהב אותי
אבל אני 
נתתי אותי אל העיר
 נתתי אותי אל העיר
מישהו פעם אהב אותי
אבל אני
נתתי אותי אל העיר 
נתתי אותי אל העיר
על הנשימות האחרונות
אני לא רוצה לדבר
ברחובות על בהונות
כמה רציתי שזה יגמר
אין לי מה לאבד פה יותר
אין לי עם מה לשלם פה יותר 
מישהו פעם אהב אותי
אבל אני 
נתתי אותי אל העיר
נתתי אותי אל העיר
מישהו פעם אהב אותי
אבל אני נתתי לו בית בשיר
ונתתי אותי אל העיר  
סגול וכחול
רועד פה הכל
עוד גוף לאכול
עוד ארס לזלול
מסתובב לי הכל
זה נעים בגדול
לא לחשוב בריפיט
לא לזכור מה רצית
הלילה אני והעיר 
הלילה אני והעיר 
מישהו פעם אהב אותי
אבל אני נתתי אותי אל העיר
נתתי אותי אל העיר 
מישהו פעם אהב אותי
כלום לא יחזיר 
כל מה שנתתי לעיר 
נתתי אותי אל העיר 
על הלילות 
הנפילות
אני לא רוצה לדבר"
פלונטר,התקווה 6,2020s,"אני ואת יודעים שכל זה שקר
שקר וכזב
משהו בריקוד הזה מזמן כבר לא בסדר
לא זז
טובים בכל הפוזות לתמונה
נחייך יפה
עם איזה מרפק ככה בקטנה
צלם
רגע את אומרת לי לא לבוא
רגע את רוצה לחזור אליי
ובטח נגלה שוב בין כה וכה
אני ואת זה את מדי
איך תמיד חוזרים לעוד סיבוב קטן
נפתור הכול בבוקר
מאמא זה לא קשר זה, זה פלונטר 
נשששמה שלי למה את כועסת
אני בא בטוב, את יורה בי איך שאת נכנסת
רק אלוהים יגיד לי איך כל פעם את מצליחה
מה שלא עשיתי מה מה
מבקש סליחה, סליחה, סליחה
אני ואת גרים בתוך זירת איגרוף
בלי לרחם תמיד מכות ללב ולפרצוף
יודעים בדיוק כל נקודת תורפה
ואז שולם-שולם עד הסיבוב הבא 
רגע את אומרת לי למה לא
רגע את יוצרת ריב קטן
בסוף אני מפסיד פה בין כה וכה
אני ואת זה בלי משא ומתן
איך תמיד חוזרים לעוד סיבוב קטן
נפתור הכול בבוקר
מאמא זה לא קשר זה, זה פלונטר 
נשששמה שלי
למה את כועסת
אני בא בטוב, את יורה בי איך שאת נכנסת
רק אלוהים יגיד לי איך כל פעם את מצליחה
מה שלא עשיתי מאמא 
מבקש סליחה, סליחה, סליחה"
לך לישון,אנה זק,2020s,"מישהו פה נזכר קצת מאוחר
וזה לא אני
זה לא בשבילי
משהו פה יצא קצת מכוער
וזה לא אני
זה לא בשבילי 
פחות אחד
יותר נחמד לחזור לבד הביתה
זה לא מסובך
רק אל תשלח לי הודעות בלילה
את ערה? לך לישון!
בואי נצא? בחלום
בטוחה? במיליון
אני שרה כל היום
בוא תראה מה פספסת
בוא תראה בוא תראה
בוא תראה מה פספסת 
בוא תראה בוא תראה
מישהו פה יצא קצת מלוכלך
אבל לא אני
זה לא בשבילי
ולמרות הכל חשבת שאתה מלאך 
אבל לא אני
זה לא בשבילי
פחות אחד
יותר נחמד לחזור לבד הביתה
זה לא מסובך
רק אל תשלח לי הודעות בלילה
את ערה? לך לישון!
בואי נצא? בחלום
בטוחה? במיליון
אני שרה כל היום
בוא תראה מה פספסת
בוא תראה בוא תראה
בוא תראה מה פספסת 
בוא תראה בוא תראה
לא תראה אותי בבאסה 
לא תראה לא תראה
בוא תראה מה פספסת 
בוא תראה בוא תראה
רק אל תבקש ממני שוב סליחה
וואלה זה מה יש שיהיה בהצלחה
מה שלא יהיה אני כבר לא שלך
רגע, מה זאת אומרת? יש לך מישהו?
לך לישון
בואי נצא? בחלום
בטוחה? במיליון
אני שרה כל היום
בוא תראה מה פספסת
בוא תראה בוא תראה
בוא תראה מה פספסת 
בוא תראה בוא תראה
לא תראה אותי בבאסה 
לא תראה לא תראה
בוא תראה מה פספסת 
בוא תראה בוא תראה"
ברוך הבא לבלאגן,הראל סקעת ונורוז,2020s,"יום חדש הגיע
מעלה עשן
מה שהיה אתמול 
כבר נשמע ישן
הכל קורה מהר
הכל קורה אחרת
הכל פה מצולם מתי נגמר הסרט
וככה כל פעם מחדש
ואני חצי מיואש
עושה חיוך שישאר לי למזכרת
איך בא לי להרגיש אחרת
ומגגות הבניינים
צעקתי לשמיים
בלילות בלי כוכבים 
התפללתי שעדיין 
יש בחוץ הרבה אנשים
שרוצים שלום בבית
שיקרו פה רק ניסים
שנפתח את התריסים 
ברוך הבא לבלגאן
בלאגן....
קמתי רענן אבא בא לגן ויאללה בלגאן
לא ראית אני בלחץ וואלה אין לי זמן 
אין לי כלום מתחת למה אין מזגן
הכי טוב כאן הכל שטויות 
תביא קנקן רוצה לשתות 
ורק עולות המניות
אחשלי תן לי רק לחיות
וככה כל פעם מחדש
ואני חצי מיואש
עושה חיוך שישאר לי למזכרת
איך בא לי להרגיש אחרת
ומגגות הבניינים
צעקתי לשמיים
בלילות בלי כוכבים 
התפללתי שעדיין 
יש בחוץ הרבה אנשים
שרוצים שלום בבית
שיקרו פה רק ניסים
שנפתח את התריסים 
ברוך הבא לבלגאן
בלאגן..."
לקחת את המפתחות,איתי לוי,2020s,"יש לי חלומות שאת חוזרת
מכירה כבר את הלב שלי בעל פה 
היו לי אהבות אבל איתך זה סרט 
משהו שכבר לא מוצאים בחוץ הרבה
לאחרונה את נעלמת למחתרת
אני כזה גרוע בלהתגבר 
בלכבס את הכביסה המלוכלכת 
בטח כבר צרות של מישהו אחר
כאילו כבר הכרנו פה חמש שעות
סיגריה עם קפה איתך במדרגות
אולי אני כזה גרוע בפרידות 
או איך שהלב שלך עקשן לא מוותר
ולא הייתה לי אופציה שתלכי
שכפלתי לך מפתח לכאב שלי
או... לקחת ת׳מפתחות איתך
איך הייתה לנו תקופה מטורפת
התגעגעתי לשיחות על החיים
לזייף איתך שירים במרפסת 
עד שהלב שלך העיר את השכנים
התסריט הזה שאת מאושרת
מישהו אחר כבר מביים 
יחבק אותך כל יום שאת חוזרת
לא יתן לך ככה סתם להעלם 
כאילו רק הכרנו פה חמש שעות
סיגריה עם קפה איתך במדרגות
אולי אני כזה גרוע בפרידות 
או איך שהלב שלך עקשן לא מוותר
לא הייתה לי אופציה שתלכי
שכפלתי לך מפתח לכאב שלי
או... לקחת ת׳מפתחות איתך
אז בואי נחסוך הכל מראש
עדיף לנו בשיא לפרוש
מתחנן רק לא לראות אותך בוכה
ואם זה לא שם באמת 
אז למה אני מתחרט
חלמתי שתהיה מהפכה 
ונחזור להיות כמו פעם
כאילו רק הכרנו פה חמש שעות
סיגריה עם קפה איתך במדרגות
אולי אני כזה גרוע בפרידות 
או איך שהלב שלך עקשן לא מוותר
לא הייתה לי אופציה שתלכי
שכפלתי לך מפתח לכאב שלי
או... לקחת ת׳מפתחות איתך"
היום יהיה שמח,נתן גושן,2020s,"אני לא מסתיר, אני תמיד אומר הכל
וגם אם לא, רואים לי בעיניים,
ואני כמו ילד, לא גיבור כזה גדול.
תמיד נותן יותר ממה שאני יכול
וזאת אמת, יעידו השמיים,
בכל הכח ושישרף הכל.
עייף מלהחזיק את הראש מעל המים
ואני חלש, אני נופל מהרגליים
אבל לא מתייאש אין מה להתווכח,
עוד ננצח, היום יהיה שמח.
אני לא שם לב אני תמיד שובר הכל,
עולם שלם, אצלי על הכתפיים,
מחזיק חזק ומנסה שלא ליפול.
תמיד נותן יותר ממה שאני יכול
וזאת אמת, יעידו השמיים,
בכל הכח ושישרף הכל.
עייף מלהחזיק את הראש מעל המים
ואני חלש, אני נופל מהרגליים
אבל לא מתייאש אין מה להתווכח,
עוד ננצח, היום יהיה שמח."
אומיגאד,נונו,2020s,"סגור את הדלת
היום אני לא משתדלת 
כל השבוע קשה לי באבוהבוה
קול בראשי אומר יאללה
 למה שלא תנסי אם את יכולה
והקול השני אומר למה לך 
לייף איז שורט לכי תשתי לך ברד
כי בסוף אני לבד אומיגאד
מסיבה שיש בה אך ורק אף אחד
מי עומד מאחוריי מצדדיי מעליי
בסוף אני לבד אומיגאד 
כיף מתרגשת 
ניצחתי כי אני פורשת 
אחורה פנה הופך לקדימה
ישנה שבוע אצל אמא
קול בראשי אומר אפסה
 והקול השני אומר יאללה סע 
סמטוחה שלמה ובבת אחת
 זה קשה לי אני רק בת אחת 
כי בסוף אני לבד אומיגאד 
מסיבה שיש בה אך ורק אף אחד
מי עומד מאחוריי מצדדיי מעליי
בסוף אני לבד אומיגאד
אני יושבת בחדר פסיכולוג
 קבעתי תור באתי לחפור 
על עצמי על ספה מעור
מקווה שדמוי עור
 (זה לא טוב לחיות) 
באתי לדבר המון
וזה בדיוק התזמון 
טרסט דה פרוסס על אמת 
באתי לדבר עליי על זה אני משלמת 
גם אם נפלה לי הכף עץ לפח 
באתי לדבר עליי
גם אם נגמר לי הגז במטבח
באתי לדבר עליי
בעיות ברמה של נגמר חבילת  גלישה 
באתי לדבר עליי
אם הלך לי הוויי-פיי 
צריכה נקודת גישה
באתי לדבר עליי
בעיות ברמה של קשה להחליט 
אם לטוס ליוון או לטוס לפריז
בעיות ברמה של הולכת לים 
ואם קר לי הולכת שותה שוקו חם
בעיות ברמה של לא באה מונית ברמה של זה פרק סיום בתוכנית 
בעיות ברמה של כואב לי בצד 
כי בסוף אני לבד
אומיגאד
מסיבה שיש בה אך ורק אף אחד 
מי עומד מאחוריי מצדדיי מעליי 
בסוף אני לבד אומיגאד
(לטס גו לטס גו)"
אל תעזבי ידיים,עקיבא תורג'מן,2020s,"חלון לים דירה הכי יפה בעיר
עוד מחכה למשהו שאת ליבך יעיר
ובינתיים בדידות מקיר אל קיר
ויום את מחליטה שם לעזוב
רחוק לנסוע כדי להרגיש ת׳לב קרוב
מגיע לך כבר לאהוב
כמה חברים שצחקו לך 
איך שוב ושוב הם מסבירים לך
את מחפשת דבר שלא קיים
מאחורי הגב אומרים את משוגעת
אבל בפנים אין שום ספק את כבר יודעת
בוודאי ישנו שם 
זה לא בשמיים לא בסוף העולם 
כמה טוב עוד לפנייך רק אל תעזבי ידיים 
אל תעזבי ידיים
נכון שבלילות את מתבלבלת
סוגרת את הלב ושוב נופלת
והייאוש הולך ומתגבר
תדעי ששום דמעה שלך לא נאבדת
כל תפילה שלך פותחת איזו דלת
נשמה רוצה להשתחרר...
בוודאי ישנו שם 
זה לא בשמיים לא בסוף העולם 
כמה טוב עוד לפנייך רק אל תעזבי ידיים 
אל תעזבי ידיים
רק מול האור אפשר לראות
אותיות שנכתבו לך בדמעות
הן מספרות לך, הן מספרות
יש לך מקום
כמה טוב עוד לפנייך
רק אל תעזבי ידיים
בוודאי ישנו שם 
זה לא בשמיים לא בסוף העולם 
כמה טוב עוד לפנייך רק אל תעזבי ידיים 
אל תעזבי ידיים"
כל מה שרציתי להיות,רן דנקר,2020s,"אני קצת התמכרתי לכל מה שאומרים
 לא מחפש להרדים תשדים
בלילות חלומות על דברים אסורים
קם ונופל ורואה כוכבים
אני לא השדכן שעושה חיבורים
לא סוכריה שכולם מוצצים
בלילות אני ער אז ישן בימים
רק מסתובב והם כבר מדברים
בוא עוד קצת
אולי תיקח מזה עוד קצת
רק לעלות עוד קצת לפני שנגמר
וכמה שרציתי רק עוד
לשתות את החיים עוד
לא לפחד להיות
כל מה שרציתי להיות
וכל החלומות 
אחד אחד נפלו ברשתות שלי
כי לא פחדתי להיות
כל מה שרציתי להיות
כל מה שרציתי להיות
כשתתעורר אתה תראה תאמת
זה לונה פארק של רגשות
אבל זה לא באמת
עוד הזיות על הזיות על הזיות
זה מהפנט
שטוב לך נעים לך
אתה לא מתחרט
רק עוד קצת
אולי תיקח מזה עוד קצת
רק לעלות עוד קצת לפני שנגמר
וכמה שרציתי רק עוד
לשתות את החיים עוד
לא לפחד להיות
כל מה שרציתי להיות
וכל החלומות 
אחד אחד נפלו ברשתות שלי
כי לא פחדתי להיות
כל מה שרציתי להיות
כל מה שרציתי להיות
וכמה שרציתי רק עוד
לשתות את החיים עוד
לא לפחד להיות
כל מה שרציתי להיות
וכל החלומות 
אחד אחד נפלו ברשתות שלי
כי לא פחדתי להיות
כל מה שרציתי להיות
כל מה שרציתי להיות"
אולי בעולם אחר,זהבה בן,2020s,"חשבתי שעות
למה אסור לנו לוותר
גשם ראשון עכשיו בחלון
לאט לאט מתגבר
אין לי מנוחה בחדרים שלי
ניסיתי למשוך, רציתי לשפוך
את כל מה שהצטבר
יחפה בדירה, רצפה קרה
כאב הולך וחוזר
שוב זה רק אתה בחלומות שלי
אולי בעולם אחר ורחוק
אנחנו עוד נהיה 
אומרים שהלב אף פעם לא טועה
זה לא נגמר עדיין
מה נשאר לי פה בינתיים?
רק דמעה אחת מהעין
על אהבה שהתרסקה
כל השקט הזה בבית
ואיך קר לי אפילו בקיץ
הפסנתר מתפרק בידיים
אבל אני עוד מחכה
ואין לי ברירה
רק לחבק את כל הטעויות
למצוא משמעות
תראה למות זה לפעמיים גם לחיות
מי אם לא אתה
מכיר את החולשות שלי
אולי בעולם אחר ורחוק
אנחנו עוד נהיה
אומרים שהלב אף פעם לא טועה"
Vatos Locos (ידיים באוויר),סאבלימינל והצל,2020s,"עם הידיים באוויר 
ליידיז אנד ג'נטלמן
ברוכים הבאים לשנת 2023
Yeh
מעלה  Up up up
תאקט We never stop
נרים עוד Shot shot shot 
כולם ידיים באוויר!
בא כמו Ra pa pa
שברנו ת'רצפה 
נרים את התקרה 
עם הידיים באוויר 
עשר, תשע, שמונה, שבע 
אין עוד רגע
כולם ידיים באוויר! 
סיטה, חמסה, ארבע, טלאטה 
כולם יאללה
עם הידיים באוויר
סאב והצל קונג וגודזילה
הבה נגילה וואליי בוילה  
סטייק על השילה וצ'ייסר טקילה
אם בא לה תביא לה קדימה נתחילה
ואטוס לוקוס, ראפ כמו טאקוס 
לא טס לואו קוסט, קאש כמו נרקוס
בן של רפי, בן של עמוס 
לב של מרקו, סוואג של תאנוס
איי קרמבה, קוואבנגה
תל אביבי, צ'ימיצ'נגה
בא כמו נגחה אל המצח 
מאדה פאקה נהיה פה לנצח
אז אורלה אורלה אורלה 
לא נפסיק לחגוג עד שהאור עולה
הכוסות כבר ריקות המקום מלא  
בפזמון שוב עולה לוולה! אולה! 
פזמון.
כמו גחל בנרגילה אני נדלק
נושמת נושפת כולי נזרק
היא חושבת משחקת איתי משחק
נ׳ילא טיקיטיק אני תיקי תאקט
אז אריבה אריבה או דאלה דאלה
עוד מיכל גזולינה נמלא מלא
ונרים לה נרים ת'קהל עלה
מפרפר בצמיגים אני אי לגאלי
טס במאתיים שמונים קמ""ש 
מפלסים לי תדרך מוסרים לי ד""ש 
מי מדליק ת'מנורה של המגרש ?!
אח שלי לצידי למה מי ניגש ?
החיבור המושלם של היין ויאנג
אנחנו לא מתבגרים כמו פיטר פן
משתבחים עם השנים כמו יין 
מגישים לבוגדים את ה...
פזמון. 
עדיין בית שלישי, זה המסר 
שנות 2000 עשינו בית ספר
עדיין אין פרטנר, גם אין אורנג' 
אז תתכונן כי הפעם זה קולג'
הם עדיין עוסקים בהפרד ומשול
הבטחות בלי כיסוי, דיבורים כמו חול
מחייכים מטייחים, זה מתחיל לנזול 
בחיי שהיה כבר עדיף אתמול.
הלו הלו ברו קה פאסו ?
איך תופסים תחיים שלך בלאסו
וואלה חשבו יעשו לנו קאסטות
אבל הכל חוזר כמו במטקות
אז הגיע הזמן להבין עניין
אלפים אלופים משלימים מניין
יסודות וזרעים שנבטו מזמן
העלית בעברית מתקדמים מכאן!
פזמון."
עמנואלה,עדן בן זקן,2020s,"רק אל תחשוב שאתה כמו קוסם ותופיע
יש לה דרכים משונות היא ילדה מאמאמיה
עשית בעיות אבל עכשיו תשלם
הלב שלי נפגע אבל תורך לדמם
תארוז את הדברים שלך ולך תעלם
בדוק תלא תשכח את השם
עמנואלה
אלה אלה אלה
אתה לא יפה לה
אלה אלה אלה
תראה מה קורה לה כשהיא לבדה
היא לא צריכה מלך כי היא המלכה
עמנואלה
שמש בחוץ על הקוקו שאנל
אני מתקדמת אתה מסתכל
ראית עולם אני פלא תבל
עומד לך בגרון ואתה משתעל
זה פתאום מתגשם
צועדת בשקט אתה מתרשם
קדימה מתוקי אתה לא רושם
אין מצב שתשכח את השם"
חזק על הרצפה,הראל סקעת ואניה בוקשטיין,2020s,"בסוף היום
אתה מול המראה
בוחר לחיות
בטוב וגם ברע
רק אל תפחד להסתכל לעצמך בעינים עינים
במרוץ של חיפושים איבדתי את הדרך אליי
פיזמון:
וכמה שברחתי יותר
ככה הרגליים לא נתנו לי ללכת
חיפשתי אלוהים לדבר
עפתי עם הרוח כמו עלים בשלכת
#חזק על הרצפה 
בסוף הכל
עניין של ניסיונות
אנשים גדולים צומחים מאכזבות קטנות
מקומות יפים בהם אף פעם לא הרגשתי בבית בבית
במרוץ של חיפושים איבדתי את הדרך אליי 
את כל הלב שלי
ת'חלומות שלי
אני נתתי הכל
מי ישמור עליי
מי יחבק אותי
אנ'לא רציתי ליפול
#חזק על הרצפה"
רוקדים עם הדמעות,איתי לוי,2020s,"די, בואי נעבור את זה אומרים שזו תקופה
יש אחד גאון אומר ""הזמן הוא התרופה""
תחייכי, כמעט שכחתי כמה את יפה....
לא כזה גיבור
כמויות של טעויות שאי אפשר לספור
בלילות שבורים אני הייתי כמו ציפור
מנסה לעוף , אבל תמיד רוצה לחזור
פזמון:
אז למה שנינו כאן רוקדים עם הדמעות?
ערפל כבד כזה שאי אפשר לראות
מכסה את כל מה שיכולנו להיות 
ולמה שנינו כאן תקועים עם הכאב?
ילדים קטנים שמשחקים בלאכזב
מוסיפים שכבות שלא יראו לנו ת'לב
ושמתי לב...
שאת בשלך, מחכה שאלוהים ישלח לך משהו טוב
תכווני רחוק אבל תראי שבקרוב
כל הריקנות הזאת עומדת לעזוב
סוף לשיגעון, תארזי את הבגדים פיניתי לך מקום, בדיוק כמו בימים שחיינו ת'חלום,
בדיוק כמו בימים שחיינו תחלום!"
אהבה חולה,פאר טסי,2020s,"יש בך את הקסם 
את כמו מדבר בגשם 
יש לי חושך בעינים 
כשאת כל כך קרובה
אבל את מתרחקת 
אני צועק אותך בשקט 
אם את היית שומעת
אז מה היית עונה 
זמן קצת מסוכן 
להיות לבד 
אם את לא כאן 
אז מי איתך 
לא לטבוע בתוך ים
סוער מרגש לא ליפול 
לשם 
כבר אין לי אוויר 
אין לי דמעות 
אין את מי להאשים 
ואין מסיבות
זאת אהבה חולה
זאת אהבה חולה 
וזה כתוב על הקיר 
קשה לי לראות לא נעים להכיר 
את עצמי בלילות 
זאת אהבה חולה 
זאת אהבה חולה
סורגים בצבע כסף 
את לימדת אותי עצב 
את היית מלכת הנשף 
אני הייתי הליצן"
פחד אלוהים,כפיר צפריר,2020s,"פחד אלוהים
מילים, לחן, עיבוד והפקה מוסיקלית : כפיר צפריר
טמרפטורה הזיה 
השמש עושה לה טוב 
אמא שלה 
ממרוקו 
אבא מצפון הים 
אפשר להרגיש את הקור 
משאללה مَا شَاءَ ٱللَّٰهُ
איך יצא לו טוב 
או יו יוי 
פחד אלוהים ישמור 
את אוי ואבוי 
שילוב מסוכן 
אוי יו אוי 
את  אללה יסתר בואי 
ונרקוד עד אור הבוקר 
את שילוב מסוכן 
יופי לא מפה 
אבאלה את מלחיצה 
את עושה לי חום 
את מפחידה 
כל הגוף צמרמורות 
את עושה לי ים ברדק 
את פחד אלוהים ישמור 
טמרפטורה הזיה 
השמש ירדה לשחות 
אמא שלך 
ממש כמוך
מאבא שלך העיניים 
צבע כחול עמוק 
מצפון הים 
ממש רחוק 
או יו יוי 
פחד אלוהים ישמור 
את אוי ואבוי 
שילוב מסוכן 
אוי יו אוי 
את  אללה יסתר בואי 
ונרקוד עד אור הבוקר 
את שילוב מסוכן 
יופי לא מפה 
אבאלה את מלחיצה 
את עושה לי חום 
את מפחידה 
כל הגוף צמרמורות 
את עושה לי ים ברדק 
את פחד אלוהים ישמור 
מזג חם אבל - מבט כמו מסביר 
לוק של מונדיאל - שיער זהב בהיר 
מאמא שלה מהכפר 
אבא שלה מהעיר 
יש לה לוק מיוחד 
והוא ממש מפחיד 
את שילוב מסוכן 
היופי שלך לא מפה 
אבאלה את מלחיצה 
את עושה לי חום 
את מפחידה 
כל הגוף צמרמורות 
את עושה לי ים ברדק 
את פחד אלוהים ישמור 
את שילוב מסוכן 
יופי לא מפה 
אבאלה את מלחיצה 
את עושה לי חום 
את מפחידה 
כל הגוף צמרמורות 
את עושה לי ים ברדק 
את פחד אלוהים ישמור"
נתק אותי,כפיר צפריר ונטע ברזילי,2020s,"בוא נאהב היום אולי אין מחר
אתה משהו טוב בכל המר
אתה יודע שאין כמו יום שישי מאז שבת
אז טוב שבאת
טוב שבאת
בואי נאהב היום כאילו אין מחר
את משהו טוב בכל המר
את יודעת שאין כמו יום שישי מאז שבת
אז טוב שבאת
טוב שבאת
בא לי להתנתק בואי ונצא גם אם זה יום ראשון
אני מת שנתעורר ונרקוד עד שכולם ילכו כבר לישון
יום שני אני עובד רק תני לי כוס קפה ואני מזה במצב טוב
יש לך משהו בעיניים שמספר לי שאת עברת כבר המון
אז יום שלישי, ננוח קצת נשכח מהמצב
עד יום רביעי, כי זה לופ חדש חיים מצד לצד
ביום חמישי כשבא סופ״ש, בואי נרקוד קצת במדבר
רק נתקי אותי מכל זה כבר
בוא נאהב היום אולי אין מחר
אתה משהו טוב בכל המר
אתה יודע אין כמו יום שישי מאז שבת
אז טוב שבאת
טוב שבאת
בואי נאהב היום כאילו אין מחר
את משהו טוב בכל המר
את יודעת שאין כמו יום שישי מאז שבת
אז טוב שבאת
טוב שבאת
נו תביא את האוטו דני שוב חוזר על אותו דבר
מחשיך לי לא טוב תעיר אותי אחרי שכל זה נגמר 
נוסעים דרום, אף אחד לא ייקח לנו את המדבר
נתק אותי מכל זה כבר  
אין מה למהר כלום לא משנה בשבת נעצר הזמן 
יום שישי אני הכנתי סיר אבל אבל הכל תפס תי וזה לא מוכן
סע אל העתיד כי זה קצת מפחיד לחיות בעבר 
נתק אותי מכל זה כבר
בוא נאהב היום 
אולי אין מחר 
אתה משהו טוב  
בכל המר 
אתה יודע אין כמו יום שישי 
מאז שבת 
אז טוב שבאת טוב שבאת. 
בואי נאהב היום כאילו אין מחר 
את משהו טוב בכל המר 
את יודעת שאין כמו יום שישי 
מאז שבת אז טוב שבאת 
טוב  שבאת 
נו תביא תאוטו דני שוב חוזר על אותו דבר
מחשיך תי לא טוב 
תעיר אותי אחרי שכל זה נגמר 
נוסעים דרום- אף אחד לא יקח לנו תמדבר
נתק אותי מכל זה כבר."
קורבן,רביד פלוטניק וסימה נון,2020s,"זה הקפה, זה הסיגריות, זה הלב שלא סולח
האוכל שאני זולל, המילים שאני בולע
זה הצרידות, זה הזיכרונות מהילדות, זה הבדידות
זה רגשי הנחיתות, זה לא אני 
זה הספק הזה, לוחש לי שוב באוזן ""אף פעם לא תגיע""
האגו שמסרב להיות פגיע
זה קצב החיים שאני לא מצליח לדרבק
זו המרירות הארורה שנאלצתי לחבק 
זה לא אני, זה לא אני, אנ'לא אשם
זה לא אני, זה מישהו אחר, אם וכאשר
זה הבחורות שאשמות, אני מסמס והן עונות
זה החילופי עונות, זה החברים הבני זונות 
זה הפופ, זה החרא הלטיני
זה הברמניות עם המרטיני, זה הפלסטינים
זה ימי הנעורים, הסרטים בסינמה סיטי
הסמים שלא עישנתי האורגיות שלא עשיתי 
זה סרט זה סרט אין סכר בשכל
מסכת של סבל זה סגר של 24 / 7
זה קוצים וורדים
מלאכים ושדים
זקנים, ומבוגרים, וילדים אבודים
זה החילונים הנוכרים הכופרים 
זה הדתיים, זה הדוסים התפרנים החופרים
זה הנדודים, השירים הרדודים, הבני דודים 
זה אלוהים, זה העולם זה הכל - הכל מלבדי 
והלילות הלילות ארוכים
ניסיתי כמיטב יכולתי
רק לחפש לחפש אשמים
זה לא אשמתי, זה לא אשמתי
זו העובדה שמעולם לא מצאתי חן בעיניהם
זה הערסים, זה הצפונבונים, וזה אני שביניהם 
זה ההיפ הופ, זה הרגאיי, זה אני בגיל 20 נרדם על ההגה
זה הפחד שמצווה עליי לסגת
זה היעני זמרים עם הקליפים קקה שלהם במונו
הכוסיות באינסטגרם, המילפיות בפורנו
זה החור באוזון, אידיאל היופי והרזון
זה השואה אצלי עמוק ב DNA בכרומוזום 
זה הטבק הזול, זה האח הגדול, זה הים הכחול
זה הפחד ליפול, זה אני מאשים אותך על הכל
זה הדוגמנים השזופים, זה אלה שדופקים לי פרצופים, הילדים החצופים 
זה כי כולם זבלות
זה רשע וטוב לו, זה צדיק ורע לו, כדור הארץ שנע בספירלות 
אין לי שום סיבה לבדוק את עצמי כי זה לא אני
זה אלוהים, זה העולם, זה הכל - הכל מלבדי
והלילות הלילות ארוכים
ניסיתי כמיטב יכולתי
רק לחפש לחפש אשמים
זה לא אשמתי, זה לא אשמתי
זו מערכת החינוך, זה הבית ספר, המורות זה הכל סתם
זה אשמתם זה פילוג והסתה זה השטן
זה היפים והיפות האלה
החתיכות והמושלמות האלה
זה לא אני אני עדיין ילד 
זה הסוכר, כי הוא עושה לי מצב רוח
זה הגשם הדשא השלג האש והרוח
זה פתח תקווה, זה לא אני, זה אבא שלי, זה אחותי
זה כל המשפחה שלי הם שרוטים
זה הצורך, הבצורת, הכסף הוא רע מהשורש
הקור של החורף, הבוס שמשלם ת'משכורת 
זה השכנה הבת זונה, או השכן
הסטורי שמשקר, האוכל שמנחם, כן
זה תל אביב, זה הסלבס, עם הדיפרסיות והמאניות,
זה הטלוויזיה, זה הרדיו, זה ההיידרו, 
זה המצב הביטחוני, זה השקרים בעיתונים
השמאל הרדיקלי, הימין הקיצוני
זה ביבי, אתם יודעים מה.. זה ביבי, זה רק ביבי
זה טופאק זה ביגי, זה אללה איסטור ספציפית
גלים גלים בא הכאב, חודר רבדים רבדים
לנוכח העובדה שזה אני בגפי לבדי"
