song_name,artist_name,decade,word_count,unique_word_count,char_count,line_count,avg_words_per_line,median_words_per_line,max_words_per_line,min_words_per_line,avg_word_length,lexical_diversity,repetition_ratio,punctuation_count,punctuation_ratio,question_mark_count,exclamation_mark_count,comma_count,quote_count,parenthesis_count,digit_count,english_char_count,english_char_ratio,repeated_lines_count,repeated_lines_ratio,unique_lines_count,most_repeated_line_count,chorus_repetition_score,repeated_words_count,repeated_words_ratio,most_common_word_count,most_common_word_ratio,first_person_singular_count,first_person_singular_ratio,first_person_plural_count,first_person_plural_ratio,second_person_count,second_person_ratio,third_person_count,third_person_ratio,we_vs_i_ratio,direct_address_score,love_words_ratio,army_words_ratio,nature_words_ratio,religion_words_ratio,party_words_ratio,sadness_words_ratio,nostalgia_words_ratio,family_words_ratio,place_words_ratio,time_words_ratio,modern_slang_words_ratio,old_israeli_words_ratio,last_word_unique_count,last_word_repetition_ratio,avg_last_word_length
אני שומע שוב (שיר חייל),שלמה ארצי,1980s,101,82,559,18,5.611111111111111,5.5,7,4,4.297029702970297,0.8118811881188119,0.18811881188118812,25,0.044722719141323794,0,0,8,4,0,0,0,0.0,1,0.05555555555555555,17,2,0.1111111111111111,11,0.13414634146341464,5,0.04950495049504951,9,0.0891089108910891,0,0.0,1,0.009900990099009901,3,0.0297029702970297,0.0,0.07692307692307693,0.019801980198019802,0.019801980198019802,0.009900990099009901,0.009900990099009901,0.0,0.009900990099009901,0.019801980198019802,0.0297029702970297,0.0,0.0,0.0,0.0,17,0.05555555555555555,4.944444444444445
דרך הכורכר,אריק סיני,1980s,113,90,572,25,4.52,5,6,3,3.938053097345133,0.7964601769911505,0.20353982300884957,15,0.026223776223776224,0,0,1,2,0,0,0,0.0,1,0.04,24,2,0.08,12,0.13333333333333333,4,0.035398230088495575,4,0.035398230088495575,0,0.0,1,0.008849557522123894,3,0.02654867256637168,0.0,0.125,0.0,0.0,0.008849557522123894,0.0,0.0,0.008849557522123894,0.008849557522123894,0.0,0.0,0.017699115044247787,0.0,0.0,21,0.16,4.84
אני הולך לבית שאן,גרי אקשטיין,1980s,97,70,455,17,5.705882352941177,6,9,2,3.577319587628866,0.7216494845360825,0.27835051546391754,13,0.02857142857142857,0,0,9,1,0,0,0,0.0,1,0.058823529411764705,16,2,0.11764705882352941,10,0.14285714285714285,7,0.07216494845360824,13,0.13402061855670103,0,0.0,1,0.010309278350515464,0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030927835051546393,0.0,0.0,12,0.29411764705882354,3.823529411764706
צוותא,שלמה ארצי,1980s,212,144,1073,50,4.24,4.0,9,2,3.7877358490566038,0.6792452830188679,0.32075471698113206,63,0.05871388630009319,2,0,33,8,0,0,0,0.0,2,0.04,48,3,0.06,36,0.25,7,0.0330188679245283,1,0.0047169811320754715,2,0.009433962264150943,12,0.05660377358490566,4,0.018867924528301886,2.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0047169811320754715,0.0047169811320754715,0.04716981132075472,0.0,0.0,43,0.14,4.5
אל תשכחי אותנו,מיסטר הרי,1980s,144,83,670,37,3.891891891891892,4,6,2,3.638888888888889,0.5763888888888888,0.4236111111111111,3,0.004477611940298508,0,0,0,0,0,0,0,0.0,8,0.21621621621621623,29,2,0.43243243243243246,39,0.46987951807228917,10,0.06944444444444445,6,0.041666666666666664,4,0.027777777777777776,5,0.034722222222222224,2,0.013888888888888888,0.6666666666666666,0.29411764705882354,0.006944444444444444,0.0,0.0,0.0,0.0,0.020833333333333332,0.013888888888888888,0.020833333333333332,0.0,0.05555555555555555,0.0,0.0,25,0.32432432432432434,4.243243243243243
שיר אהבה לחייל,עפרה חזה,1980s,135,81,611,25,5.4,6,8,2,3.348148148148148,0.6,0.4,24,0.03927986906710311,1,1,7,0,0,0,0,0.0,0,0.0,25,1,0.0,31,0.38271604938271603,6,0.044444444444444446,11,0.08148148148148149,0,0.0,7,0.05185185185185185,0,0.0,0.0,0.3888888888888889,0.007407407407407408,0.007407407407407408,0.0,0.0,0.0,0.0,0.007407407407407408,0.022222222222222223,0.0,0.02962962962962963,0.0,0.0,21,0.16,4.24
אלה סינדרלה,צביקה פיק,1980s,100,59,523,23,4.3478260869565215,4,6,2,4.02,0.59,0.41,21,0.040152963671128104,0,0,16,0,0,0,0,0.0,1,0.043478260869565216,22,2,0.08695652173913043,16,0.2711864406779661,9,0.09,0,0.0,0,0.0,3,0.03,12,0.12,0.0,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,14,0.391304347826087,4.695652173913044
אה-או,גזוז,1980s,89,68,452,27,3.2962962962962963,3,5,2,3.865168539325843,0.7640449438202247,0.23595505617977527,20,0.04424778761061947,0,0,2,0,0,0,0,0.0,1,0.037037037037037035,26,2,0.07407407407407407,9,0.1323529411764706,7,0.07865168539325842,0,0.0,3,0.033707865168539325,0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02247191011235955,0.0,0.011235955056179775,26,0.037037037037037035,4.851851851851852
כוכבים בדו,צביקה פיק,1980s,118,109,645,24,4.916666666666667,5.0,7,4,4.203389830508475,0.923728813559322,0.07627118644067797,32,0.04961240310077519,0,1,7,4,0,0,0,0.0,0,0.0,24,1,0.0,9,0.08256880733944955,2,0.01694915254237288,3,0.025423728813559324,0,0.0,4,0.03389830508474576,0,0.0,0.0,0.5714285714285714,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,24,0.0,4.333333333333333
"חייך, אכלת אותה",יגאל בשן,1980s,152,94,739,28,5.428571428571429,5.5,7,3,3.6842105263157894,0.618421052631579,0.3815789473684211,27,0.036535859269282815,1,0,10,0,2,0,0,0.0,4,0.14285714285714285,24,2,0.2857142857142857,26,0.2765957446808511,7,0.046052631578947366,1,0.006578947368421052,1,0.006578947368421052,5,0.03289473684210526,5,0.03289473684210526,1.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.013157894736842105,0.0,0.0,21,0.25,4.285714285714286
עייפה קצת,עדנה לב,1980s,110,75,563,20,5.5,5.0,7,4,4.027272727272727,0.6818181818181818,0.3181818181818182,11,0.019538188277087035,0,0,0,4,0,0,0,0.0,1,0.05,19,2,0.1,16,0.21333333333333335,9,0.08181818181818182,2,0.01818181818181818,0,0.0,0,0.0,1,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.01818181818181818,0.0,0.0,17,0.15,4.0
אני עושה לי מנגינות,סקסטה,1980s,208,99,909,37,5.621621621621622,5,9,3,3.3125,0.47596153846153844,0.5240384615384616,13,0.014301430143014302,0,0,13,0,0,0,0,0.0,8,0.21621621621621623,29,2,0.43243243243243246,44,0.4444444444444444,17,0.08173076923076923,17,0.08173076923076923,0,0.0,5,0.02403846153846154,12,0.057692307692307696,0.0,0.14705882352941177,0.004807692307692308,0.0,0.004807692307692308,0.0,0.004807692307692308,0.0,0.004807692307692308,0.004807692307692308,0.0,0.019230769230769232,0.0,0.0,28,0.24324324324324326,4.378378378378378
בודדים אומרים,נורית גלרון,1980s,60,53,323,12,5.0,5.0,7,3,4.216666666666667,0.8833333333333333,0.11666666666666667,11,0.034055727554179564,0,0,4,0,0,0,0,0.0,0,0.0,12,1,0.0,7,0.1320754716981132,2,0.03333333333333333,0,0.0,1,0.016666666666666666,0,0.0,1,0.016666666666666666,1.0,0.0,0.0,0.0,0.05,0.016666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,12,0.0,5.0
אני לא מאמינה,אילנית,1980s,109,67,545,22,4.954545454545454,5.0,8,2,3.779816513761468,0.6146788990825688,0.3853211009174312,20,0.03669724770642202,0,0,8,0,0,0,0,0.0,2,0.09090909090909091,20,2,0.18181818181818182,19,0.2835820895522388,10,0.09174311926605505,14,0.12844036697247707,0,0.0,3,0.027522935779816515,0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03669724770642202,0.0,0.0,17,0.22727272727272727,4.954545454545454
פזמון חוזר,האחים והאחיות,1980s,93,68,487,23,4.043478260869565,4,7,2,4.032258064516129,0.7311827956989247,0.26881720430107525,19,0.039014373716632446,1,1,5,0,0,0,0,0.0,0,0.0,23,1,0.0,18,0.2647058823529412,4,0.043010752688172046,0,0.0,1,0.010752688172043012,4,0.043010752688172046,4,0.043010752688172046,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07526881720430108,0.0,0.0,19,0.17391304347826086,5.0
רדיו חזק,תיסלם,1980s,101,69,491,25,4.04,4,6,1,3.712871287128713,0.6831683168316832,0.31683168316831684,16,0.032586558044806514,0,0,6,0,0,0,0,0.0,1,0.04,24,2,0.08,18,0.2608695652173913,6,0.0594059405940594,6,0.0594059405940594,1,0.009900990099009901,0,0.0,7,0.06930693069306931,0.16666666666666666,0.0,0.0594059405940594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.12,5.0
לא עוזב את העיר,שלמה ארצי,1980s,113,81,569,33,3.4242424242424243,3,7,2,3.6814159292035398,0.7168141592920354,0.2831858407079646,40,0.070298769771529,3,1,10,8,0,0,0,0.0,1,0.030303030303030304,32,2,0.06060606060606061,17,0.20987654320987653,5,0.04424778761061947,0,0.0,1,0.008849557522123894,6,0.05309734513274336,4,0.035398230088495575,1.0,0.5454545454545454,0.0,0.0,0.008849557522123894,0.008849557522123894,0.0,0.0,0.0,0.008849557522123894,0.008849557522123894,0.02654867256637168,0.0,0.0,27,0.18181818181818182,3.9696969696969697
עד שנשיב,גלי עטרי,1980s,93,74,498,24,3.875,4.0,6,2,4.193548387096774,0.7956989247311828,0.20430107526881722,8,0.01606425702811245,0,0,4,0,0,0,0,0.0,0,0.0,24,1,0.0,11,0.14864864864864866,7,0.07526881720430108,0,0.0,0,0.0,1,0.010752688172043012,2,0.021505376344086023,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.010752688172043012,0.0,0.0,0.010752688172043012,0.0,0.0,24,0.0,4.791666666666667
ארבע לפנות בוקר,יהודית רביץ,1980s,148,73,731,42,3.5238095238095237,3.0,6,2,3.8445945945945947,0.49324324324324326,0.5067567567567568,16,0.02188782489740082,6,0,1,2,0,0,0,0.0,16,0.38095238095238093,26,8,0.5714285714285714,31,0.4246575342465753,8,0.05405405405405406,12,0.08108108108108109,0,0.0,7,0.0472972972972973,0,0.0,0.0,0.3684210526315789,0.0,0.0,0.006756756756756757,0.0,0.0,0.033783783783783786,0.006756756756756757,0.006756756756756757,0.0,0.08783783783783784,0.0,0.0,23,0.4523809523809524,4.714285714285714
אני ואת אז,יצחק קלפטר,1980s,136,107,619,25,5.44,6,8,3,3.5441176470588234,0.7867647058823529,0.21323529411764705,1,0.0016155088852988692,0,0,1,0,0,0,0,0.0,0,0.0,25,1,0.0,19,0.17757009345794392,5,0.03676470588235294,7,0.051470588235294115,0,0.0,5,0.03676470588235294,1,0.007352941176470588,0.0,0.38461538461538464,0.0,0.007352941176470588,0.014705882352941176,0.0,0.014705882352941176,0.0,0.007352941176470588,0.022058823529411766,0.0,0.04411764705882353,0.0,0.0,25,0.0,4.72
אלף כבאים,דודה,1980s,117,39,628,33,3.5454545454545454,4,7,1,4.162393162393163,0.3333333333333333,0.6666666666666666,26,0.041401273885350316,3,0,17,1,0,0,0,0.0,13,0.3939393939393939,20,4,0.6666666666666666,14,0.358974358974359,19,0.1623931623931624,11,0.09401709401709402,0,0.0,0,0.0,2,0.017094017094017096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6666666666666666,4.636363636363637
היא יושבה לחלון,אריק איינשטיין,1980s,66,51,316,22,3.0,3.0,4,2,3.6818181818181817,0.7727272727272727,0.22727272727272727,8,0.02531645569620253,0,0,2,0,0,0,0,0.0,0,0.0,22,1,0.0,9,0.17647058823529413,5,0.07575757575757576,6,0.09090909090909091,0,0.0,0,0.0,6,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.015151515151515152,20,0.09090909090909091,4.045454545454546
בשעה שכזאת,אריק סיני,1980s,110,67,527,22,5.0,5.0,8,3,3.7545454545454544,0.6090909090909091,0.39090909090909093,5,0.009487666034155597,0,0,0,0,0,0,0,0.0,6,0.2727272727272727,16,2,0.5454545454545454,32,0.47761194029850745,5,0.045454545454545456,5,0.045454545454545456,0,0.0,5,0.045454545454545456,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.00909090909090909,0.01818181818181818,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,13,0.4090909090909091,4.7272727272727275
שלום לך ליידי שלי,איתן מסורי,1980s,156,93,760,26,6.0,6.0,8,3,3.782051282051282,0.5961538461538461,0.40384615384615385,15,0.019736842105263157,0,0,9,0,0,0,8,0.010526315789473684,4,0.15384615384615385,22,2,0.3076923076923077,25,0.26881720430107525,11,0.07051282051282051,19,0.12179487179487179,0,0.0,17,0.10897435897435898,0,0.0,0.0,0.4722222222222222,0.02564102564102564,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.019230769230769232,0.00641025641025641,0.0,0.0,0.0,20,0.23076923076923078,5.115384615384615
זה היה ביתי,מני בגר,1980s,79,65,402,18,4.388888888888889,4.0,6,3,4.012658227848101,0.8227848101265823,0.17721518987341772,7,0.017412935323383085,0,0,4,0,0,0,0,0.0,0,0.0,18,1,0.0,8,0.12307692307692308,6,0.0759493670886076,1,0.012658227848101266,1,0.012658227848101266,1,0.012658227848101266,2,0.02531645569620253,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.05063291139240506,0.0,0.0,16,0.1111111111111111,4.5
אדם נשאר ילד,אבי טולדנו,1980s,110,51,539,25,4.4,5,6,2,3.809090909090909,0.4636363636363636,0.5363636363636364,11,0.02040816326530612,0,0,8,0,0,0,0,0.0,9,0.36,16,3,0.68,34,0.6666666666666666,10,0.09090909090909091,0,0.0,0,0.0,2,0.01818181818181818,3,0.02727272727272727,0.0,0.4,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.02727272727272727,0.0,0.0,14,0.44,4.12
שרונה,אבנר גדסי,1980s,348,264,1774,53,6.566037735849057,7,11,2,3.9971264367816093,0.7586206896551724,0.2413793103448276,31,0.017474633596392335,4,0,9,6,0,5,0,0.0,1,0.018867924528301886,52,2,0.03773584905660377,33,0.125,10,0.028735632183908046,3,0.008620689655172414,0,0.0,9,0.02586206896551724,26,0.07471264367816093,0.0,0.23684210526315788,0.011494252873563218,0.0028735632183908046,0.0,0.0028735632183908046,0.0028735632183908046,0.005747126436781609,0.005747126436781609,0.008620689655172414,0.0028735632183908046,0.031609195402298854,0.0,0.0,49,0.07547169811320754,4.490566037735849
כנטות היום,צביקה פיק,1980s,92,83,532,20,4.6,4.5,9,2,4.630434782608695,0.9021739130434783,0.09782608695652174,15,0.02819548872180451,0,0,6,0,0,0,0,0.0,0,0.0,20,1,0.0,7,0.08433734939759036,4,0.043478260869565216,0,0.0,2,0.021739130434782608,0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,19,0.05,5.95
תפסיק לכוון אלי,תיסלם,1980s,103,71,533,21,4.904761904761905,5,10,1,3.883495145631068,0.6893203883495146,0.3106796116504854,26,0.04878048780487805,1,4,6,0,6,0,0,0.0,1,0.047619047619047616,20,2,0.09523809523809523,22,0.30985915492957744,4,0.038834951456310676,13,0.1262135922330097,0,0.0,4,0.038834951456310676,6,0.05825242718446602,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019417475728155338,0.0,0.02912621359223301,0.0,0.0,16,0.23809523809523808,4.285714285714286
סימנים של אוהבים,עפרה חזה,1980s,121,90,637,24,5.041666666666667,5.0,7,3,3.958677685950413,0.743801652892562,0.256198347107438,16,0.02511773940345369,0,0,4,4,0,0,0,0.0,1,0.041666666666666664,23,2,0.08333333333333333,15,0.16666666666666666,7,0.05785123966942149,10,0.08264462809917356,0,0.0,8,0.06611570247933884,3,0.024793388429752067,0.0,0.38095238095238093,0.03305785123966942,0.0,0.0,0.008264462809917356,0.0,0.01652892561983471,0.0,0.008264462809917356,0.0,0.008264462809917356,0.0,0.0,23,0.041666666666666664,4.958333333333333
שלך עד אתמול,גלי עטרי,1980s,122,67,556,31,3.935483870967742,4,6,1,3.5163934426229506,0.5491803278688525,0.45081967213114754,6,0.01079136690647482,0,0,0,0,0,0,0,0.0,4,0.12903225806451613,27,2,0.25806451612903225,28,0.417910447761194,10,0.08196721311475409,7,0.05737704918032787,0,0.0,12,0.09836065573770492,2,0.01639344262295082,0.0,0.5714285714285714,0.0,0.0,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.040983606557377046,0.0,0.0,21,0.3225806451612903,3.6129032258064515
עודני ילד,הכל עובר חביבי,1980s,115,63,642,35,3.2857142857142856,3,5,1,4.191304347826087,0.5478260869565217,0.45217391304347826,42,0.06542056074766354,3,0,17,10,0,3,3,0.004672897196261682,10,0.2857142857142857,25,3,0.5428571428571428,32,0.5079365079365079,7,0.06086956521739131,4,0.034782608695652174,2,0.017391304347826087,0,0.0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06086956521739131,0.0,0.008695652173913044,0.0,0.0,21,0.4,4.2
מלודי,איזולירבנד,1980s,168,67,883,46,3.652173913043478,3.0,8,2,4.214285714285714,0.39880952380952384,0.6011904761904762,8,0.009060022650056626,0,0,8,0,0,0,0,0.0,20,0.43478260869565216,26,9,0.5652173913043478,26,0.3880597014925373,14,0.08333333333333333,19,0.1130952380952381,0,0.0,13,0.07738095238095238,1,0.005952380952380952,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.5652173913043478,4.543478260869565
מכתב אהבה,עפרה חזה,1980s,99,86,551,16,6.1875,6.0,7,5,4.494949494949495,0.8686868686868687,0.13131313131313133,8,0.014519056261343012,0,0,5,0,0,0,0,0.0,0,0.0,16,1,0.0,9,0.10465116279069768,4,0.04040404040404041,4,0.04040404040404041,1,0.010101010101010102,3,0.030303030303030304,2,0.020202020202020204,0.25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.08080808080808081,0.010101010101010102,0.0,16,0.0,4.875
האמיני לי,יגאל בשן,1980s,60,44,315,11,5.454545454545454,5,8,3,4.066666666666666,0.7333333333333333,0.26666666666666666,12,0.0380952380952381,0,0,5,0,0,0,0,0.0,1,0.09090909090909091,10,2,0.18181818181818182,7,0.1590909090909091,5,0.08333333333333333,2,0.03333333333333333,0,0.0,11,0.18333333333333332,1,0.016666666666666666,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.36363636363636365,4.181818181818182
כל יום מתחילה שנה,עפרה חזה,1980s,124,82,573,30,4.133333333333334,4.0,7,2,3.5806451612903225,0.6612903225806451,0.3387096774193548,6,0.010471204188481676,0,0,0,0,0,0,0,0.0,0,0.0,30,1,0.0,19,0.23170731707317074,8,0.06451612903225806,6,0.04838709677419355,0,0.0,1,0.008064516129032258,1,0.008064516129032258,0.0,0.125,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.008064516129032258,0.024193548387096774,0.0,0.12903225806451613,0.0,0.0,25,0.16666666666666666,4.566666666666666
אהבה בוערת,מני בגר,1980s,87,61,414,17,5.117647058823529,5,9,2,3.6206896551724137,0.7011494252873564,0.2988505747126437,13,0.03140096618357488,0,0,7,0,0,0,0,0.0,1,0.058823529411764705,16,2,0.11764705882352941,13,0.21311475409836064,8,0.09195402298850575,6,0.06896551724137931,0,0.0,6,0.06896551724137931,1,0.011494252873563218,0.0,0.46153846153846156,0.034482758620689655,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,15,0.11764705882352941,4.352941176470588
לילה טוב לאהבה,יהורם גאון,1980s,116,76,635,26,4.461538461538462,4.0,6,3,4.241379310344827,0.6551724137931034,0.3448275862068966,27,0.04251968503937008,0,0,11,0,0,0,0,0.0,1,0.038461538461538464,25,2,0.07692307692307693,13,0.17105263157894737,22,0.1896551724137931,3,0.02586206896551724,2,0.017241379310344827,2,0.017241379310344827,8,0.06896551724137931,0.6666666666666666,0.13333333333333333,0.017241379310344827,0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,22,0.15384615384615385,5.1923076923076925
אם אתה בסביבה,אריק סיני,1980s,82,75,407,21,3.9047619047619047,4,6,1,3.8536585365853657,0.9146341463414634,0.08536585365853659,10,0.02457002457002457,0,0,0,2,0,0,0,0.0,0,0.0,21,1,0.0,7,0.09333333333333334,2,0.024390243902439025,3,0.036585365853658534,0,0.0,3,0.036585365853658534,1,0.012195121951219513,0.0,0.42857142857142855,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.036585365853658534,0.024390243902439025,0.0,0.0,20,0.047619047619047616,4.285714285714286
חופשי זה לגמרי לבד,בנזין,1980s,102,42,502,22,4.636363636363637,5.0,6,2,3.8333333333333335,0.4117647058823529,0.5882352941176471,8,0.01593625498007968,0,0,0,0,0,0,0,0.0,9,0.4090909090909091,13,4,0.6818181818181818,20,0.47619047619047616,14,0.13725490196078433,0,0.0,0,0.0,2,0.0196078431372549,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,11,0.5,3.772727272727273
פיקששתי,דני סנדרסון,1980s,129,84,720,40,3.225,3.0,6,1,4.232558139534884,0.6511627906976745,0.3488372093023256,51,0.07083333333333333,0,0,17,19,0,0,0,0.0,8,0.2,32,3,0.35,24,0.2857142857142857,7,0.05426356589147287,16,0.12403100775193798,0,0.0,3,0.023255813953488372,2,0.015503875968992248,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,29,0.275,5.475
עוד פגישה,תיסלם,1980s,113,83,582,24,4.708333333333333,5.0,9,1,3.9292035398230087,0.7345132743362832,0.26548672566371684,29,0.04982817869415808,0,0,13,3,0,0,0,0.0,1,0.041666666666666664,23,2,0.08333333333333333,11,0.13253012048192772,8,0.07079646017699115,5,0.04424778761061947,0,0.0,11,0.09734513274336283,1,0.008849557522123894,0.0,0.6470588235294118,0.0,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.061946902654867256,0.0,0.0,20,0.16666666666666666,4.833333333333333
רוצה הביתה,יגאל בשן,1980s,87,69,450,18,4.833333333333333,5.0,6,4,4.114942528735632,0.7931034482758621,0.20689655172413793,6,0.013333333333333334,0,0,0,0,0,0,0,0.0,0,0.0,18,1,0.0,12,0.17391304347826086,4,0.04597701149425287,4,0.04597701149425287,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.04597701149425287,0.0,0.0,0.022988505747126436,0.0,0.0,16,0.1111111111111111,4.833333333333333
מלכת הקסמים,עפרה חזה,1980s,100,88,536,20,5.0,5.0,7,3,4.31,0.88,0.12,7,0.013059701492537313,0,0,3,1,0,0,0,0.0,0,0.0,20,1,0.0,11,0.125,3,0.03,3,0.03,0,0.0,3,0.03,1,0.01,0.0,0.42857142857142855,0.02,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.06,0.0,0.0,20,0.0,5.4
עייף מכדי לקום,מני בגר,1980s,141,106,718,40,3.525,4.0,5,2,4.042553191489362,0.75177304964539,0.24822695035460993,8,0.011142061281337047,0,0,1,0,0,0,0,0.0,4,0.1,36,2,0.2,24,0.22641509433962265,5,0.03546099290780142,9,0.06382978723404255,0,0.0,2,0.014184397163120567,3,0.02127659574468085,0.0,0.14285714285714285,0.0,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0070921985815602835,0.0,0.014184397163120567,0.0,0.0,32,0.2,4.575
הסבון בכה מאוד,צביקה פיק,1980s,94,60,455,26,3.6153846153846154,4.0,6,2,3.7127659574468086,0.6382978723404256,0.3617021276595745,13,0.02857142857142857,0,0,10,0,0,0,0,0.0,2,0.07692307692307693,24,3,0.11538461538461539,16,0.26666666666666666,7,0.07446808510638298,1,0.010638297872340425,0,0.0,0,0.0,8,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.010638297872340425,0.0,0.010638297872340425,0.0,0.0,22,0.15384615384615385,4.0
חג על הגג,איזולירבנד,1980s,156,94,795,44,3.5454545454545454,3.0,6,1,3.58974358974359,0.6025641025641025,0.3974358974358974,65,0.08176100628930817,3,6,24,4,2,0,0,0.0,3,0.06818181818181818,41,2,0.13636363636363635,30,0.3191489361702128,16,0.10256410256410256,5,0.03205128205128205,2,0.01282051282051282,8,0.05128205128205128,10,0.0641025641025641,0.4,0.32,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.01282051282051282,0.0,0.00641025641025641,0.02564102564102564,0.0,0.0,33,0.25,4.4772727272727275
בחברה להגנת הטבע,אריאל זילבר,1980s,83,66,425,18,4.611111111111111,5.0,7,3,4.0843373493975905,0.7951807228915663,0.20481927710843373,3,0.007058823529411765,0,0,1,0,0,0,0,0.0,2,0.1111111111111111,16,2,0.2222222222222222,15,0.22727272727272727,3,0.03614457831325301,1,0.012048192771084338,0,0.0,1,0.012048192771084338,1,0.012048192771084338,0.0,0.3333333333333333,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.1111111111111111,4.833333333333333
בוקר של כיף,תיסלם,1980s,172,83,823,35,4.914285714285715,5,8,3,3.7325581395348837,0.48255813953488375,0.5174418604651163,10,0.012150668286755772,0,0,9,0,0,0,0,0.0,11,0.3142857142857143,24,3,0.5428571428571428,25,0.30120481927710846,20,0.11627906976744186,5,0.029069767441860465,0,0.0,1,0.005813953488372093,5,0.029069767441860465,0.0,0.09090909090909091,0.005813953488372093,0.0,0.005813953488372093,0.0,0.0,0.0,0.005813953488372093,0.029069767441860465,0.0,0.06976744186046512,0.029069767441860465,0.0,16,0.5428571428571428,4.314285714285714
הרומבה,דויד ברוזה,1980s,86,67,387,16,5.375,5.0,7,4,3.511627906976744,0.7790697674418605,0.22093023255813954,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,16,1,0.0,9,0.13432835820895522,6,0.06976744186046512,2,0.023255813953488372,1,0.011627906976744186,8,0.09302325581395349,5,0.05813953488372093,0.5,0.5,0.0,0.0,0.03488372093023256,0.0,0.011627906976744186,0.011627906976744186,0.0,0.023255813953488372,0.0,0.011627906976744186,0.0,0.0,15,0.0625,4.5625
