song_name,artist_name,decade,lyrics
משהו מקלקל לי הכול,דני רובס,1980s,"קחי את הכאב המשוגע
את התשוקה, את הקשה ואת הרך והנרגע
נתתי לך כל מה שבן אדם יכול
אבל משהו, מישהו, בא תמיד ומקלקל לי הכל
משהו, מישהו,
תמיד הוא מקלקל לי הכל
תמיד הוא מקלקל לי הכל
תמיד הוא מקלקל לי הכל
קחי את כל הזרם הפראי
עמוק בתוך עינייך יש תמיד לכל גופך ראי
נתתי לך כל מה שבן אדם יכול
אבל משהו, מישהו, בא תמיד ומקלקל לי הכל
משהו, מישהו...
כמה את יפה כשאת נפתחת אלי
קחי אותי אל החשיכה שלך,
אל המבוכה שלך
אל כל מה שבוער בך בפנים
אבל משהו, מישהו..."
הוא חוזר הביתה,ראובן לביא,1980s,"כשהוא חוזר הביתה
הרחובות קוראים לו
כל השנים האלה
איפה - שהוא חסר לו
כאן הוא היה נוסע
אוטו ישן - אבל שלו
כאן הוא היה נוגע
מה שהיה ומה שאין לו
טוב, כבר יש לו שם
כבר יש לו שם איזו הילה
הוא קרוב הוא כבר נושם
את הריחות מהתחלה
כשהוא חוזר הביתה
כל השלטים מראים לו
כל השנים האלה
רגש שלא עובר לו
כאן הוא היה פוסע 
בא לקראתה נרגש כולו
כאן הוא היה יודע
מה שהיה ומה שאין לו
טוב, כבר יש לו שם
כבר יש לו שם איזו הילה
הוא קרוב הוא כבר נושם
את הריחות מהתחלה
כאן יש אב ואם
שדה ישן ומסילה
הוא קרוב לא אי אפשר
לחזור עכשיו להתחלה
לחזור הביתה
הרחובות קוראים לו
כשהוא חוזר הביתה
מה שהיה ומה שאין לו עוד
כבר יש לו שם
כבר יש לו שם איזו הילה
הוא קרוב לא אי אפשר
לחזור עכשיו להתחלה"
לילה ים תיכוני,אורי פיינמן,1980s,"לילה
אהבתי לא די לה
נתתי כל חיי לה
לחוף ים תיכוני
ים תיכוני
לילה
זוכרת איך חבקנו
זוכרת איך נשקנו
בלילה אלמוני
כשאת צוחקת אין כמוני מאושר
כמו שושן אדום אהבתי תבער
כשאת שולחת בי עינייך החמות
כמי נהר הן בי זורמות
לילה
כוכב בודד צונח
אני מרגיש בוטח
כשאת כאן לידי
כאן לידי
לילה
זוכרת איך חבקנו
זוכרת איך נשקנו
בלילה אלמוני
כשאת צוחקת..."
לכל אחד יש,שלומי שבת וליאור נרקיס,2000s,"לכל אחד יש ת'אחת שלו
שתסגור איתו מעגל
לכל אחת יש ת'אחד שלה
שיבוא ויפול בגורל
כמו בגד לגוף
כמו אויר לנשימה
ובתוך הטירוף
הם מוצאים נחמה
ואת הנשמה המתוקה שלי
היחידה שמדליקה אותי
ואיתך אני כל העולם
ואיתך אני כל היקום
בלעדייך אני חצי בן אדם
בלעדייך אני בעצם כלום
לכל אחד יש ת'חלום שלו
שנדמה והנה הוא קרב
לכל אחת יש ת'חלום שלה
שיבוא ויסעיר את הלב
כמו מים לצמא
וליאוש התקווה
ובים של קרירות
יש להם אהבה
ואת הנשמה המתוקה שלי..."
עד הקצה,דנה ברגר,2000s,"ועכשיו כשאין שמיים
רק עננים של חוסר ודאות
ונדמה שאין סיבה לחיות
אם אין סיבה למות.
לפעמים אני פוחדת
להגיד לך את האמת
לפעמים זה כמו הסוף
נרדם לרגע באמת.
עד התהום, עד הקצה
עד שניפול ונתרצה
עד שזה נגמר
עד שזה עבר
עד התהום, עד הקצה
עד שניפול ונתרצה
עד שזה נגמר
אני כאן ואתה שם.
אם אתה הולך ממני
אתה נשאר לבד.
ועכשיו כשאין שמיים
רק רסיסים של חוסר הבנות
ונדמה שאי אפשר לראות
ולא נשאר מקום לטעות.
לפעמים אני פוחדת
להגיד לך את האמת
לפעמים זה כמו הסוף
נרדם לרגע באמת
עד התהום, עד הקצה..."
בואי ניפרד,חמי רודנר ושליחי הבלוז,2000s,"בואי ניפרד נעשה את זה יפה
וכמה שפחות כואב זה קצת קשה
בואי ניפרד סוף לאהבה
נכון שזה מרגיש בודד אבל זאת התשובה
הו מתוקה שלי פישלת בגדול
אני רוצה לסלוח אבל לא יכול
למען האמת זה מזמן כבר מת
אז בואי ניפרד, בואי נפרד
בואי ניפרד נעשה את זה יפה
את הרכוש כבני תרבות נחלק על כוס קפה
ומה אכפת לי הוא ושכולם ראו
הכינו את הממחטות אולי תבכו
הו מתוקה שלי...
החדר מהדהד שקט להיפרד
וכל החפצים שלך אומרים אותך כהד
אני רוצה לחשוב באמת שיהיה לך טוב
בשבילי להיות לבד זה מרגיש קרוב קרוב
הו מתוקה שלי..."
אריק,שלומי שבן,2000s,"כשאת במיטה שלי
אל תדברי על אריק
אל תדברי על אריק
אני והזה שלי
לא אוהבים את אריק
אריק גורם לנו להתכווץ
אל תדברי על אריק
אל תדברי על אריק
אל תדברי על אריק
אל תדברי
רוצה לדבר על אריק
לכי תהיי עם אריק
אל תדברי על אריק
אל תדברי על אריק
מה הסיפור בכלל עם האריק הזה?
תמיד את נזכרת בו כשאת אצלי
האם המשחק שלך הוא דו כיווני?
האם בחדרו של אריק ליהטטת בשמי?
אל תדברי על אריק
רק אמרת לי אריק
רק אמרת לי אריק
נהייתי עייף
רוצה לדבר על אריק
לכי תהיי עם אריק
אל תדברי על אריק
לא עוד
הו הו
""האריק הזה"" היא המשיכה
""יש עליו""
אם יש עליו, חשבתי
מדוע את עלי?
ואם כבר עלי
מדוע הוא עלינו?
מדוע הוא עולנו?
מה, מה עשינו רע?
אל תדברי על אריק
אל תדברי על אריק
אל תדברי על אריק
אל תדברי
ראי רק אמרת לי אריק
נהייתי קצת מעוראריק
אל תדברי על אריק
לא עוד
ועכשיו ת'אמת
תגידי לי באמת
מי מזיין יותר טוב
אריק או אני?
- מה זאת אומרת כל אחד אחרת?
- דברי בציונים גברת, דברי במספרים
אל תעני לי אפילו
אל תעני לי אפילו
אל תעני לי אפילו
זה לא ענייני
ראי רק אמרת לי אריק
נהייתי קצת מעוראריק
אל תדברי על אריק, לא עוד
ועכשיו אני קאובוי
in the wild wild west
and I'm gonna shoot Arik
yes, I'm gonna shoot Arik
now, bleed for me
אל תדברי על אריק"
לומדת לעוף,דנה ברגר,2000s,"יכול להיות שאתה מרגיש עזוב
אני קולטת את זה עכשיו פתאום
אולי הייתי יותר מדי עם עצמי
אולי תפסתי מרחק
מי מחכה למי באזור הנפשי
מי לא קורא למי
אני אני
להסתכל אחד לשני בעיניים
עכשיו אני לומדת לעוף חושבת על מים
עכשיו אני לומדת לעוף עוצמת עיניים
בינתיים
אני מבזבזת כוחות יקרים על שטויות
עושה רושם על זרים
יכול להיות שנשארת בצד לרגע
תבוא אלי ואל תוותר
אני אוהבת אותך יותר ויותר
אולי הרשתי יותר מדי לעצמי
אולי הגזמתי
אבל אני לומדת לעוף חושבת על מים
עכשיו אני לומדת לעוף עוצמת עיניים
בינתיים
יכול להיות שאתה מרגיש עזוב
אני קולטת את זה עכשיו פתאום
אולי הייתי יותר מדי עם עצמי
אולי תפסתי מרחק
מי מחכה למי באזור הנפשי
מי לא קורא למי
אני אני
להסתכל אחד לשני בעיניים
עכשיו אני לומדת לעוף חושבת על מים
עכשיו אני לומדת לעוף עוצמת עיניים
בינתיים"
רוצה לעשות מה שבא לי,שרית חדד,2000s,"רוצה לעשות מה שבא לי
חבל לך סתם לחכות
תפסיק לצלצל לי כל הלילה
בעיר יש עוד אלף בנות
את החשבון עשיתי מה שווה יותר
להיות לך גננת על החופש לוותר
קח את זה באיזי ואל תתבאס
איתי לא יקרה לך נס
לספור כוכבים בשמיים
לטוס על ענן בכחול
רוצה לעצמי את החופש
אתה תצטרך עוד לגדול
את החשבון עשיתי..."
תגיד את זה,רמי קלינשטיין וריטה,2000s,"על הקצה, על קצה הלשון זה עומד
לפרוץ פתאום ארצה
ואומר לך היום מה בבטן מתחבא
על הקצה, אקדח נצור לא יורה
כמה זמן עוד אשתהה
אני אפתח את זה, יהיה מה שיהיה
תגיד את זה, תגיד את זה
תגיד את זה כבר
תגיד את זה, תגיד את זה כבר
על הקצה, שיווי משקל לא מוצא
רק אותך אני רואה
את פנייך, את גופך, את כל כולך
אני רוצה
על קצה הלשון זה עומד
לפרוץ פתאום ארצה
ואומר לך היום מה בבטן מתחבא
כל ההזדמנויות ההן
היססתי יותר מדי
עכשיו זה נכון, כאן המקום
לומר את זה ודי
כל ההזדמנויות ההן
פספסתי  יותר מדי
עכשיו הוא כעת, זמן לא מאט
בלעדייך אני מת
תגיד את זה..."
זמן קסם,יזהר אשדות וברי סחרוף,2000s,"בא הלילה
שחור מלא זהב
אני איתך
יוצאים אל המרחב
עפים מעל המים
מתחת לשמים
עפים לאן שרק אפשר
עד לאן הלילה? עד אליי הלילה,
בוא תיגע במתח
בוא תיגע בנצח
זה זמן קסם, הכל יכול להיות
זמן של חסד
תהיה רגוע
תתן לי להוביל
אני יודעת
מכירה את השביל
שוכבת כאן בדשא
קורה כאן איזה פלא
קורה כאן מהיה היה
עד לאן הלילה? עד אליי הלילה,
בוא תיגע במתח
עד מתי הלילה? רק לך הלילה,
בוא תיגע בנצח
זה זמן קסם, הכל יכול להיות
זמן של חסד
ולפתע, הכל כאן נעלם
אור כחול עדין עוטף את העולם
זה זמן קסם, הכל יכול להיות
זמן של חסד"
לא יודע מה עובר לך בראש,שלמה ארצי ויעל דקלבאום,2000s,"לא יודע מה עובר לך בראש,
לא יודע מה עובר באמת,
ניסיתי הכל אפילו לשאול,
לא יודע מה עובר לך בראש.
לא יודע מה קורה באמת,
לא יודע איך נתחיל לדבר,
ניסיתי הכל אפילו לכעוס,
לא יודע מה קורה באמת.
לא בוכה, אין כבר דמעות להרטיב,
מדברת רק עם מי שמסכים להקשיב.
הולך לי בגשם, בין חצות לשלוש,
לא יודע מה עובר לך בראש.
לא יודעים מה יהיה באמת,
אהובי תסתכל בי כעת.
תגידי לי כן, תגידי לי לא,
לא יודעים מה יהיה באמת.
לא בוכים, אין כבר דמעות להרטיב,
מדברים רק עם מי שמסכים להקשיב,
הולכים בתוך גשם, בין חצות לשלוש,
לא יודע(ת) מה עובר לך בראש."
אתה הולך לישון מוקדם,נורית גלרון,2000s,"תסתכל בי עכשיו, גם אני עליך
אסתכל עליך
זאת לא ההתחלה, או אחרי שנתיים או שלוש
לא שזה נגמר, לא שאני לא לצידך
ואתה לא לצידי
אבל איך קוראים לזה, מרחק
שמפריד אותך עכשיו, שמפריד אותי ממך
יש מרחק בינינו
אתה הולך לישון מוקדם, אני בלילה ערה
אתה מדבר עברית ואני לא מבינה
לא טוב, בינינו
לא נוכל להסתיר את עצמנו
את עצמנו משנינו
לא יודעת להבין מה עובר עלינו, איך פתאום
לא שאין כלום, לא שאני כבר לא שלך
ואתה כבר לא שלי
אבל זה מפחיד כל כך
ככה, להרגיש בלי לדבר
לחכות שיתפזר הערפל בינינו
אתה הולך לישון מוקדם..."
האהבה מתה,תמר גלעדי,2000s,"שנינו ישבנו לצידה
ובלי מילים החזקנו בידה
כמה שנים היא רעדה
והאהבה מתה
מה שניסינו לא הלך
בסוף היא היתה חיוורת כל כך
הוצאנו אותה לאוויר הצח
אבל האהבה מתה
רוח קרה חדרה אל החדר
ואל העצמות
כלום לא קרה, נלך עם העדר
של כל הנשמות
שממלמלות
האהבה מתה
אין בעיתון שום הודעה
כי בכל יום, כל שעה
איפה שהוא בעולם
האהבה מתה
וברדיו לשדרן
יש גם היום מצב רוח מצוין
הוא לא שמע שאצל כולם
האהבה מתה"
בלילות של ירח מלא,ערן צור עם רונה קינן ואפרת בן צור,2000s,"בלילות של ירח מלא
רואה אותך לידי
שוכבים על המיטה בחושך
כל החלונות פתוחים
האור מאיר אותנו
כסוף וחלבי
הנה הפנים שלך
הנה העיניים
הנה החיוך האצילי
הנה הפחדים והנתק
הנה דאגה אלי
והנה שמחה
כי אנחנו כאן ביחד
יש לנו אהבה
היית מאמינה
אחרי כל המדבר הזה
איזו נחמה
בלילות של ירח מלא
דמיון הופך למציאות
כמעט שאפשר לגעת
דרך זיכרון - בדמות
אני יודע
נכון את לא שלי
אבל עכשיו
בחושך את איתי
יש לנו אהבה
היית מאמינה
אחרי כל המדבר הזה
איזו נחמה"
נישקתי בחורה,מיקה קרני,2000s,"מדוד מדוד
אני בודקת אפשרות
זה די נשמר בי
עוד משיעורי ספרות
קצת התרגשתי
מפשטות ההיענות
זה מן מצב כזה
גובל ברוח שטות
אתה יודע שאני זה בשבילך
אתמול בערב נישקתי בחורה...
נישקתי בחורה
פתחתי צוהר אל חיי שעשועים
היו חשמל ומחשכים
ואיש אחד החזיק לי את היד
והחדיר בי מבטים
חוויתי משהו על סף קהות חושים
אתה יודע שאני זה בשבילך
אתמול בערב נישקתי בחורה...
נישקתי בחורה
בקיץ שעבר דחיתי הזדמנות
אתמול הפתיע, אז בהחלטיות
גירשתי מחשבה, שבאה בחסות
האגודה לגינונים והתחסדות
אתה יודע שאני זה בשבילך
אתמול בערב נישקתי בחורה...
נישקתי בחורה"
מה אני יודע,גאיה,2000s,"ההרים והשמיים
משתקפים מעל המים
האינסוף נוגע במים
ואני מה אני יודע
אם תרצי לעוף ביחד
ולראות מלמעלה
בלי שום פחד
איך האתמול חלף עבר לו
ואני מה אני יודע
באביב בשדות נרוצה
נשחק נשתולל ונשיר
מבוקר ועד לילה
ונחלום את מה שאהבנו
ונחייה את כל מה שחלמנו"
כמו שיורד גשם,טל גורדון ורונה קינן,2000s,"כמו שתיקה בסוף היום
השקט ברחובות, בלילה
כמו פותחים את הקשרים
עונים על שאלות בלחש
כמו שיורד גשם
כמו ימים של שכחה
שיכור מעיר קרה בורח
כמו הפחד להכיר
הקושי לאהוב, לסלוח
כמו שיורד גשם
מבטים עפים כמו להקות שחפים
כמו אין יותר סיבות טובות
הכל אותו דבר נשאר
ועוד אמרתי לאהוב
ועוד להיות קרוב יותר
עד קצה הסוף
כאילו שום דבר לא זז
כמו שיורד גשם
כמו אתה מבין סדינים
הלילה בלי מלים, לגעת
כמו מבט אל הראי
בדרך אל עצמי"
בך לא נוגע,יהודית רביץ,2000s,"יש דובים גדולים ביער
ופחד מורגש
ריקודים מול האש - יש
ינשופים ונחש
יש מפלצת בתוך הנהר
רעבה וערה
אבל החדר חמים ונעים
ואת ישנה
הבל פיך התמים
שקט ורוגע
שום דבר לא מפחיד
בך לא נוגע
יש מלחמה באמצע אירופה
הימים שחורים
שיירה בורחת בלי בית
מפני הרעים
יש חיידק משוגע שפוגע
חסר הבחנה
אבל החדר חמים ונעים
ואת ישנה
הבל פיך התמים..."
הוא והיא,ערן צור ורונה קינן,2000s,"הוא והיא מסתכלים זו בזה
מזה שנתיים
יש לה יחסים עם מישהו אחר
והוא - חוץ מלפעמים הוא לבד
אחרי הפיצוץ בתל אביב מסתכלים זו בזה
כל כך שמחה לראות אותו בריא
בדרך לים מסתכלים זו בזה
הלב הולם דופק הפה שותק
זה מסוכן להתאהב ככה
לכן הפשרה באהבה
עובדים קשה כדי לשכוח את זה
העבודה משחררת מטעמה של החמצה
וככה הם חיים במרחק, לא מדברים מילה
הם נשארים זרים אחד לשניה
זה מסוכן להתאהב ככה
לכן הפשרה
באהבה
להתאהב ככה
לכן הפשרה
באהבה
להתאהב ככה
לכן הפשרה
באהבה
הוא והיא מסתכלים זו בזה
מזה שנתיים"
הכוס הכחולה,עברי לידר,2000s,"יש לי את הכוס הכחולה
ערבבתי בה מים חצי אלכוהול
ויש לי את הכוס הכחולה
בלעדיה אני לא יכול
לפני חיילים בצפון לפני ילדים במדורה
לפני חברים במיטה אני מפשיט את עצמי
ונותן את הכל
יש לי את הטעם שלך אחרי שהפסקתי לחלום
ויש לי את הריח שלך אחרי שהפסקתי לנשום
ויש לי את הרגש שאומר לי מתי שזה טוב
ויש לי אותי לפעמים, יש לי אותי לאהוב
אל תתחלק, אל תינמס, אל תעזוב
וגם אם קשה אל תתפתה לאהוב
ורק תנסה להבין שככה קרוב
המלכה מתוסכלת ויהיה לה קשה לעזוב
יש לי את הכוס הכחולה
ערבבתי בה מים חצי אלכוהול
וכמה שהיא מלאה היא נראית לי תמיד
ריקה מהכל
היו אנשים שאמרו לי, אנחנו כאן ממש לידך
עכשיו כולם נעלמו לי, כולם נעלמו רק נשארת אתה
אז אל תתחלק, אל תינמס, אל תעזוב
וגם אם קשה אל תתפתה לאהוב
ורק תנסה להבין שככה קרוב
המלכה מתוסכלת ויהיה לה קשה לעזוב
תגידי איך נראה לך, זה יום מוזר כזה
תגידי איך נראה לך, עוגת תפוחים וחצי קפה
וחצי משניים אחד לא שלם
תגידי איך זה נראה לך, מותק,
אם אני משלם
אל תתחלק, אל תינמס, אל תעזוב..."
חלום כהה,אסף אמדורסקי,2000s,"תמיד ימצאו אותנו
זרוקים על המדרכה
ימים שנשרו מאיתנו
יוצגו לראווה
בעיתונים כותרות מהדהדות
והלב נשבר.
משהו בפנים
כבר מת לפני שנים
והרעש בראש
לא מספיקים לנשום
הרבה רגשות אשם
הרבה ייסורי מצפון
ובור של ריקנות.
רגל אחת סוחטת את הגז
עיניים שקועות
עמוק בתוך חלום כהה
לא יכולה להפסיק
בעיתונים כותרות מהדהדות
והלב נשבר
והכל נשאר
חיוור כמו תמיד.
יש לי חופש
יש לי מטרה
לא צריך לנסוע חזרה
יש עוד טעם
אפשר למצוא פינה
תן לי סוף
או שתמצא לי התחלה."
אסף אמדורסקי,קרח תשע,2000s,"אולי זה עוד יקרה לך
אולי זה כבר קורה
אולי רצית להיות
אסף אמדורסקי
לשיר בדיוק כמוהו
לרקוד בהופעות
ותקליטים עוד עוד ועוד.
שבוע לא נרדמת ולא יוצאת מזה
המחשבות על מה שהוא עושה
חבר שלך הזמין אצל רופא
יום שבת בשתיים ותתלבשי יפה
תני לו ללכת
לראות אם את מתרגשת
עכשיו לבד
עכשיו לבד
פתאום את לא בסדר
חופש זה כדאי
נכנסת לבד לאוטו
ירדת לסיני
בטרמפידה קשה להאמין
עמד לו א.א בלי מזומנים
תני לו ללכת
לראות אם את מתרגשת
עכשיו לבד
עכשיו לבד
תני לו ללכת
לראות אם את מתרגשת
עכשיו לבד
רק תני לו ללכת עכשיו לבד."
יושבים בבית קפה,טיפקס,2000s,"יושבים בבית קפה
ומרגישים בתוך בועה
מה לא עשינו
איפה טעינו
מה נשתנה
יושבים בבית קפה
אני מזמין עוגת גבינה
מה לא עשינו
איפה טעינו
הלכה המדינה
ואת בתוך הג'יפ שלך
את שומעת סטריאו
ומונו בחוץ בשחור ולבן
ואת בתוך הג'יפ שלך
את לא פותחת רדיו
את רואה
שחבל לך על הזמן
יושבים בבית קפה
ומדברים על המצב
מה לא עשינו
איפה טעינו
ולמה עכשיו
יושבים בבית קפה
ומרגישים כמו בחו""ל
מה לא עשינו
איפה טעינו
תיכף מבול
ואת בתוך הג'יפ שלך...
ואת בתוך הטריפ שלך
את קוראת לי רומיאו
אצלך זה סגריר ובחוץ יש שרב
ואת בתוך הג'יפ שלך
את לא שומעת רדיו
את לא יודעת כמה רע לי עכשיו
יושבים בבית קפה..."
היא לא דומה,ארקדי דוכין,2000s,"היא לא דומה לאף אחת אחרת
לאף אחת שעוברת ברחוב
היא משונה וכשהיא מדברת
קולה עושה לי משהו קרוב.
היא לא רואה
אני כאן כל הלילה
עומד בצד ומסתכל
איש מאוהב,
עומד בצד ומסתכל.
והלילה העיניים עייפות עד אור הבוקר
השפתיים לוחשות ללא מנוח
לא דומה לאף אחת."
תגידי שטוב,כנסיית השכל,2000s,"יום שבת גשום
ואת במרפסת
רואים משם את הים
ילדים משחקים תופסת
אני מכין קפה
את עדיין שותקת
רואים שלא ישנת
אז מה את אומרת
תגידי שחם תגידי שקר
תגידי שאין בי שום דבר
תגידי שטוב תגידי שרע
תגידי תלך וזה לא נורא
הערב בא מוקדם
ואת מתלבשת
הים כבר נעלם
ילדים הולכים בגשם
אני שואל לאן
לאן את הולכת
בחוץ הסערה
אז מה את אומרת
תגידי שחם..."
איך קוראים לאהבה שלי,יהודה פוליקר,2000s,"וזה עולם יפה ממש
וזה מזרח תיכון חדש
וזוהי יפו תל אביב
זה רק שבוע לא רגוע מסביב
וזאת בועה מאוד קטנה
וזה אני וזה אתה
זה לא זהב זה סתם נוצץ
וזאת בועה שאם תיגע היא תתפוצץ.
ואלה הם חיינו בזמן האחרון
יכול להיות יותר טוב
יכול לבוא אסון
ערב טוב יאוש ולילה טוב תקווה
מי הבא בתור ומי בתור הבא
וזה רובה זה מצלמה
זה מצטלם כמו מלחמה
וזה נשמע כמו יריות
ואין כמו יפו בלילות
זה לא האש זה הגפרור
זה לא מקטרת זה ציור
וזה אתה וזה אני
חבל שיום ראשון זה לא שני
ואלה הם חיינו בזמן האחרון...
אם סופה היא שיר של רוח
איזו מנגינה יש לתקווה
איך קוראים לאהבה שלי
לאהבה שלך
ערב טוב ייאוש ולילה טוב תקווה
מי הבא בתור ומי בתור הבא
וזה הסתיו וזה עצוב
וזה הבית זה הכלוב
זה לא סיגריה ראשונה
זה בטח לא סיגריה אחרונה
זה מכונת המחשבות
שלא הצלחתי לכבות
וזה אני וזה אתה
זה הביחד שהיה כלא היה
ואלה הם חיינו בזמן האחרון...
אם סופה היא שיר של רוח
איזו מנגינה יש לתקווה
איך קוראים לאהבה שלי
לאהבה שלך
ערב טוב ייאוש ולילה טוב תקווה
מי הבא בתור ומי בתור הבא"
גשם כבד עומד ליפול,אביב גפן ויהונתן גפן,2000s,"איפה היית ילדי תכול העין,
איפה היית ילדי הקטן?
טיפסתי על ראש ההרים ועברתי,
הלכתי בכביש הראשי וזחלתי.
בתוך יערות עמוקים הסתתרתי.
יצאתי אל חוף האוקיאנוס שמת לי.
נכנסתי לקבר שתמיד מחכה לי.
עוד מעט, עוד מעט, עוד מעט, עוד מעט
גשם כבד עומד ליפול.
ומה שם ראית ילדי תכול העין?
כן מה שם ראית ילדי הקטן?
ראיתי שועל וזאב מחכה לו.
ראיתי שביל זהב שאין איש הולך בו.
ענף שחר שזורם עם המים,
איש עם פטיש שפוצע ידיים
ראיתי חלום שהולך על קביים,
איש בלי לשון מדבר ללא הרף
וילד ישן עם רובה ועם חרב.
עוד מעט, עוד מעט, עוד מעט,
עוד מעט, עוד מעט, עוד מעט
גשם כבד עומד ליפול.
ומה תעשה עכשיו ילדי תכול העין?
כן מה תעשה עכשיו ילדי הקטן?
עכשיו אני יורד כי הגשם בשער,
עכשיו אני הולך עמוק אל תוך היער
איפה שיש אנשים בלי ידיים,
והחרא עולה שם ומציף את המים
ויונים מתות מכוסות עלי זית,
ופנים של תליין מסתכלות מכל בית
שם הכל מכוער ולנפש אין ערך,
הצבע שחור והאפס הוא מלך
אני רוצה לספר ולנשום
ולחשוב את זה ולהביא את זה הנה
שכולם יוכלו לראות את זה
ולעמוד לבדי מול הים בו טבעתי,
ולהכיר את השיר שידעתי ושרתי.
עוד מעט, עוד מעט, עוד מעט, עוד מעט
גשם כבד עומד ליפול."
יומן מסע,אביב גפן והתעויוט בהשתתפות אריק איינשטיין,2000s,"אינספור שבילים ויציאה
רושם בתוך יומן מסע
להתערבב ולא להיבלע
רושם בתוך יומן מסע
והיה אם מישהו בא
אל תסתובב
כי זה תמיד יכול להיות
זה שידליק לך את הלב
יפרוק את הכאב בשלווה
מגע הרוך גובר על המכה
רושם בתוך יומן מסע
כולנו עשויים אבק של אהבה
רושם בתוך יומן מסע
מביטים למעלה ונושאים תפילות
כשבינתיים שוכחים
שהמשמעות לחיות
היא לשאול את השאלות ולענות
והיה אם מישהו בא..."
יאללה לך הביתה מוטי,שרית חדד,2000s,"צא החוצה תתייבש בשמש
לא רוצה אותך כאן בדירה
כל מה שהיה בינינו אמש
התהפך להיות פתאום נורא.
אני חשבתי שיהיה גן עדן
אתה חשבת שתפסת גל
וצריך לקשור אותך בחבל
אחרת אתה לא נאמן בכלל.
היתה לנו אהבה קצרה
אבל אתה הפכת לצרה.
יאללה לך הביתה מוטי
שלום ותודה
ואל תתקשר אלי
אני לא עונה
אם תקרא לי מלמטה
אני אקרא למשטרה
אז תשיג לך חיים
כי אין לך ברירה.
אני אשלח את הדברים שלך בדואר
לחברה שאתה תמצא שבוע הבא
מלבאס אותי אתה עשית תואר
כמו פארוק שאין לו עבודה.
את הלב שלי נתתי כמו ניתוח
ואתה דחית את ההשתלה
ואם שנינו נדבר פתוח
אז לך אין זכות לומר מילה.
היתה לנו אהבה קצרה
אבל אתה הפכת לצרה.
יאללה לך הביתה מוטי..."
איש קש,מוניקה סקס,2000s,"אין יותר פחד
אין יותר כלום
אני איש קש
אני עץ עקום
בשני חדרים
מטפטף דולף
הזמן
כמו טיפות עיניים.
הבאנו אותה
בצורה אלגנטית
מתים מבפנים
חיים מבחוץ
אוכלים קוראים
מדברים ישנים
צוחקים מבפנים
על חיים אבודים
אין יותר פחד אין יותר כלום
אני איש קש אני עץ עקום.
אין יותר פחד
עצב נורא
שנים מלחמה
היתה לי ברירה
הילדים לא גדלו
הם רק גבהו
ומצאו עבודה
אין יותר פחד אין יותר כלום
אני איש קש אני עץ עקום."
