song_name,artist_name,decade,lyrics
אהבה חולה,פאר טסי,2020s,"יש בך את הקסם 
את כמו מדבר בגשם 
יש לי חושך בעינים 
כשאת כל כך קרובה
אבל את מתרחקת 
אני צועק אותך בשקט 
אם את היית שומעת
אז מה היית עונה 
זמן קצת מסוכן 
להיות לבד 
אם את לא כאן 
אז מי איתך 
לא לטבוע בתוך ים
סוער מרגש לא ליפול 
לשם 
כבר אין לי אוויר 
אין לי דמעות 
אין את מי להאשים 
ואין מסיבות
זאת אהבה חולה
זאת אהבה חולה 
וזה כתוב על הקיר 
קשה לי לראות לא נעים להכיר 
את עצמי בלילות 
זאת אהבה חולה 
זאת אהבה חולה
סורגים בצבע כסף 
את לימדת אותי עצב 
את היית מלכת הנשף 
אני הייתי הליצן"
אינטלקטוערס,אודיה,2020s,"אני בחצי זוגיות
ויש לי חצי עבודה
ואני חצי מאושרת
וחצי כפוית טובה
ואתה חצי מאוהב בי
חצי מאוהב בך
כותב לי חצאי שירים
ומתסבך לי תצורה
אתה חכם אתה שואל
אותי שאלות שבבסיס
עומדת שאלה אחרת
אינטליגנציה היא כרטיס
להופעות שלך בלילה
עם בערך אהבה
ובערך ביטחון
שהוא עצמי אבל בך
בא לי לקום בלילה
בא לי לישון ביום
אתה חי לפי הספר
אני חיה את החלום
אם אתה כזה חזק
אז למה אתה בוכה פתאום
אולי כי אתה שומע
את השם שלי בכל מקום
אני שלמה עם כל החצי
ככה זה כשאין ברירה
ואני חצי חרדית
ואני חצי לבושה
ואתה חצי מאמין
אתה מפרש לי את התורה
הנשמה שלך מול הגוף
פעם תורי פעם תורה
ואני חצי בן חצי בת
ואני חצי ראפ ולפעמים לאט
בקלאס חצי אינטלקטוערס
בא לי לקום בלילה
בא לי לישון ביום
אתה חי לפי הספר
אני חיה את החלום
אם אתה כזה חזק
אז למה אתה בוכה פתאום
אולי כי אתה שומע
את השם שלי בכל מקום
תגיד יכול להיות שאתה שרוט?
היו לי פה כאלו לפניך
תגיד יכול להיות שאתה טעות?
זה היה עושה לי את זה פעם אש עליך
יפה שאתה מנסה להוריד לי ממני
יפה שבסוף זה מוריד לי ממך
יפה שלכולם יש מה להגיד
אז הרמתי את הווליום ל"
כינורות,עדן בן זקן,2020s,"אל תנסה בכלל למכור לי אשליות
אם תחפש אותי יצאתי לבלות
נשבר ממשחקים כבר
מה תלא מבין גם 
זוז אתה מסתיר לי
למה סתם לשרוף זמן
אל תחבק אותי גם לא בחלומות
אם תחפש אותי יצאתי לבלות
ככה שיכאב קצת קח לך שבוע
ככה שתלמד גם מה זה געגוע
כינורות מנגנים לי בלילה לבד
ככה בלעדיך
אתה לא מאמין איך קשה לי לחיות
בלי למות עליך
ולמה תמיד שהכעס נרדם
השפיות חוזרת
מנסה להסתיר וקשה לא לראות
איך אני אוהבת
אל תנסה בכלל לתת לי הסברים
לא מתנחמת מצרות של אחרים
פתח את העניים
יאלה תתעורר כבר
לא רוצה כפיים 
משהו לא קורה כאן
אל תחפש בכוכבים במזלות
אם לא תראה  אותי יצאתי לבלות
למה להרוס סתם 
לא חבל תגיד לי
לא רוצה להיות שם
כל זה לא מתאים לי"
עיר נמל,איל גולן,2020s,"מסתובב ברחובות 
בין שקיעות של בין ערביים
הקולות והריחות
מזכירים אותך בינתיים
איש זקן לבד יושב לו
אני שאלתי מה כבד לו
הוא סיפר שהיא הלכה
כך ברגע נעלמה 
ומאז הלב כואב לו
ואני בעיר נמל 
דייגים חוזרים בערב
בקבוק של וויסקי שוב ביד
כך אשכח מהלבד 
שכואב אצלי כמו חרב
באה רוח מן הים
מלטפת את המים
לא עוזר לי פה הנוף
לא טברנה על החוף 
אם את לא שלי עדיין
שתיתי קצת יותר מדי ואיך פתאום עולה הבוקר
מסתובב בסמטאות מחפש טיפה של אושר
איש אחד פושט ידיים הוא מנגן ברחוב בינתיים
מנגינות של שיר ישן ואומרים שרק הזמן
מנצח זוג עיניים"
בפרק הבא,בר צברי,2020s,"אל תשכחי אותי גם אם את בפרק הבא 
באמצע יום עצוב ספרי לי שהשמש טובה
אני רואה אותך לוקחת על עצמך מסתירה
אל תשכחי אותי גם אם את בפרק הבא
אל תשאלי אותי למה אני כותב לך שירה
אל תשקרי אותי גם אם האמת אפורה 
המנגינות שלך תלויות אצלי בלב על קולב 
בואי תשרטי אותי ככה לפחות שיכאב
עברתי בין כל הספינות 
שאלתי מי ראה אותך 
שמרתי לך את הלילות 
כאילו הם שלך 
תסתכלי לי בעיניים 
אל תבכי, גם זה לטובה
אל תשכחי אותי גם אם את בפרק הבא 
אל תשכחי אותי גם אם את חייבת דקה 
לקחת לך אויר יש עולם מלא בשתיקה 
אני מרגיש אותך גם כשאת כל-כך רחוקה 
אל תשכחי אותי גם אם את בפרק הבא"
אלא בי,חנן בן ארי,2020s,"אדם לבד יכול להשתגע
להתמכר להאשים
הלב מכעס מתפקע
ואין מי שיציל אותי
אבל ממשיך להתווכח
להתבזבז על הפחדים
לצפות בזמן המתלקח
אדם זקוק לרחמים
אבל אין הדבר תלוי
אלא בי אלא בי
אין אבא אין אמא
רק אני רק אני
אין הדבר גלוי
אלא לי אלא לי
ועכשיו אני שב
אל עצמי בעצמי
אדם לבד יכול להתפכח
להתבונן להאזין
בסוף כלום לא דומה לריח
של הכביסה של ההורים
כי אין הדבר תלוי
אלא בי אלא בי
אין אבא אין אמא
רק אני רק אני
אין הדבר גלוי
אלא לי אלא לי
ועכשיו אני שב
אל עצמי בעצמי
אדם שקט כשהוא יודע
נושם עמוק מרפה שרירים
אדם צוחק אדם דומע
רוקד לאט עם אלוהים
רוקד לאט לאט
רוקד לאט עם אלוהים
עם אלוהים
אין אבא אין אמא
רק אני רק אני
אין הדבר גלוי
אלא לי אלא לי
ועכשיו אני שב
אל עצמי בעצמי
רוקד לאט לאט
אדם צוחק אדם דומע
רוקד לאט עם אלוהים"
אלי את לי פריז,שי המבר,2020s,"באמצע לילה התעוררה
עשתה סיגריה על המיטה
אני לא פקחתי פנים 
וכבר נמאס לה מהשפה
אחרי המסיבות היא תסע בחזרה 
לא רוצה לאהוב בעברית עם מבטא
איך השטיח המאובק
בבית הקטן מתקפל מהמחנק
את אמרת שהשארת את הדמעות בצרפת
אם לא תמשיכי את המילים
הלילה יגמר בשריטות וממתקים 
תראי שוב האודם יצא לך מכל הקווים 
וזה קיץ חם לשירים בוכים
היא לא יודעת איך זה לב נשבר היא לא של איש
אני אומרת לה
היא אומרת Oui
אני אומרת לה אלי את לי פריז 
 מצאנו טרמפ לתל אביב 
החביאה בילקוט 
בקבוק גדול של ג’ין 
בואי ניסע להרגיש את החיים בורידים
ואז ירדו לי כל הדמעות
מחר המטוס יקח אותך מפה
ואני אשאר כאן לבד לתמיד
אין לך כסף לשמלה שכבר קנית
אין כסף לצאת מהדכאון
אם אין אהבה אז יש כדורים
שמש עולה על נתניה דרום 
וזה קיץ חם...
בואי ניסע לים 
לפני שממריאים
אפילו שכואב היא לא תוריד תעקבים
אני אומרת ביי
היא עונה Merci
אני אומרת לה אלי את לי פריז"
מתמטיקה,סטפן לגר ונטע ברזילי,2020s,"נטע:  
אני שובבה כזאת  
מקווה שאתה לא קנאי   
הסתובבתי באל איי   
אז פריז קטנה עליי  
לא יודעת איפה באת  
לדבר יפה כזה  
Si je te donne la Tour Eiffel  
איך אני רוצה את זה  
סטפן:  
Dis moi ce que tu veux de moi  
Juste ne m'en veut pas ma'belle  
Toujours la pour toi ma bella  
Compte sur moi si tu m'appelle  
Ma cherie ecoute moi  
Je veux juste te parler  
Viens vite avec moi  
On vas se balader   
נטע:  
זאת לא מתמטיקה   
לא לחשוב הרבה   
אתה בא לי עם הטקטיקה  
מרים לי לוולה.  
סטפן:  
Je suis sur le Terrain  
Appelle moi Dembele  
תעשי אותך פוליטיקה   
Viens aux Champs elysee 
Let's Get It!  
Shine Shine  
So Shine  
Shine Shine  
So Shine  
סטפן:  
מתוקה כמו ילדה סוכר אני מת   
מאיפה את באה? De quelle planete? 
בא לי כל היום איתך רק לפלרטט  
אראה לך את העיר ונסתלבט  
Ouu Bebe me rend fou
Galerie de La Fayette 
J’me pête en Jimmychoo
נטע:  
Ouu Bebe me rend fou
Galerie de La Fayette 
J’me pête en Jimmychoo
מה 
תגיד לי מה אתה עושה 
בייבה 
כל העיר שומעת את הבומים בחזה 
ואללה מאמי מה 
תגיד לי מה אתה רוצה 
תגיד לי מה תמשחק איתי אני על הקצה
זאת לא מתמטיקה   
לא לחשוב הרבה   
אתה בא לי עם הטקטיקה  
מרים לי לוולה.  
סטפן:  
Je suis sur le Terrain  
Appelle moi Dembele  
תעשי אותך פוליטיקה   
Viens aux Champs elysee 
Let's Get It!  
Shine Shine  
So Shine  
Shine Shine  
So Shine  
נטע:  
זאת לא מתמטיקה   
לא לחשוב הרבה   
אתה בא לי עם הטקטיקה  
מרים לי לוולה.  
סטפן:  
Je suis sur le Terrain  
Appelle moi Dembele  
תעשי אותך פוליטיקה   
Viens aux Champs elysee"
עטלף עיוור,חנן בן ארי,2020s,"אני אינני מי שהייתי, מי שהכרת
כמה שנים בזבזתי בלהיות כמעט
כי לא ידעתי איך לגלות לך את חולשותיי
גם לעצמי סיפרתי סיפורים עליי
אני עטלף עיוור
צועק את חיי בחושך
אני ישן וליבי ער
אני נרקומן של אושר
כותב בלילה שיר
זה מנקה ממני עצב
כשנגמר לי האוויר
אני בוכה לבד ברכב
ואת בוכה בפנים
אני רואה אותך נשרפת
את מפחדת להסכים
שזו לא סתם תקופה חולפת
אני כותב בלילה שיר
זה מנקה ממני עצב
כשנגמר לי האוויר
אני בוכה לבד ברכב
תן לי ת׳כח
למצוא בי אומץ
לראות סימן
כי גם הילד שהיה בי
מת מזמן
אני אינני, מי שחלמתי
מי שדמיינת, פקחתי עיניים
והפכתי לאט
לעטלף עיוור
צועק את חיי בחושך
אני ישן וליבי ער
אני נרקומן של אושר
כותב בלילה שיר
זה מנקה ממני עצב
כשנגמר לי האוויר
אני בוכה לבד ברכב
ואת בוכה בפנים
אני רואה אותך נשרפת
את מפחדת להסכים
שזו לא סתם תקופה חולפת
אני כותב בלילה שיר
זה מנקה ממני עצב
כשנגמר לי האוויר
אני בוכה לבד ברכב
אם יש עיניים
אם את עדיין
אם את לעד
אם יש שמיים חדשים אז תני לי יד"
שינויי מזג האוויר,התזמורת האנדלוסית הישראלית אשדוד ופטריק סבג בהשתתפות בניה ברבי,2020s,"שינויי מזג האויר הביאו אותי לחשוב
שמלבדם אני עצוב גם בגללך.
ליד הבית שהיה ביתי, סללו רחוב,
אני יודע, משהו פה משתנה.
הנה ענן,
דומה לעוד עננים שכבר חלפו,
ובכל זאת עוד - אני רואה צורות.
פעם הייתי מקרב
את כל הגוף לנשיקות,
הייתי בא אצלך, לומד הכל.
פעם היו בי עוד אנשים,
נותרו לי רק שמות,
גם ים מוחק שמות - כתובים בחול.
אבל עכשיו אני יודע,
שבכל זאת את איתי,
וביחד, שנינו יחד, נולדים.
חילופי האנשים הביאו אותי לחשוב,
שמלבדך לא נשאר לי אף אחד לאהוב.
ליד הבית שהיה ביתי, סללו רחוב,
אני יודע משהו על רע וטוב.
הנה הים,
דומה לעוד ים, ועוד ים, ועוד נמשך.
תמיד יש ים, תמיד ישנה סירה.
פעם הייתי מקרב...
מה שאמרת ומה שלא, הביא אותי לחשוב,
שהמילים שלנו נפגשות.
ליד הבית שהיה ביתי, סללו רחוב,
נתנו לו שם, תמיד נותנים שמות.
הנה גם את,
פעם את דומה לים, ופעם לא,
פעם את שם, ופעם את פה.
פעם הייתי מקרב..."
רונדלים,"""סטטיק""",2020s,"פזמון:
כשיורד הלילה מחפשת חוויות,
לא רוצה רגוע היא רוצה רק בעיות,
חותכת את העיר כמו השליח של הוולט,
תפסיקי לעלות על מוניות ולעשות רונדלים
בית 1:
החלום שלה פרארי אבל אין קומבינה,
פתח לה ת׳מונה תל אביב ימינה,
קח אותה לבר שוב אותה רוטינה,
אלף ניידות אבל אין קנטינה,
וופ וופ
בבוקר היא בהייטק, כסף דופק,
אבל זה לא מספיק לה, אין לי ספק,
אם אתה מזרים, התזרים לייד באק,
היא לא תתאפק כי
פזמון:
כשיורד הלילה מחפשת חוויות,
לא רוצה רגוע היא רוצה רק בעיות,
חותכת את העיר כמו השליח של הוולט,
תפסיקי לעלות על מוניות ולעשות רונדלים
בית 2:
חבורה של בננות
עושות רק דווארות 
אם יש הזמנה אני בא
עקב מינימלי
הסטייל מקסימלי
יוצאת מלא יש לה סיבה
כי היא נראית טוב - צ׳ק
וחברה שלה נראית טוב - צ׳ק
וגם בלי אוטו באה לתד - לק,
תביא לה כוס, המיכל שלה - ריק,
פזמון:
כשיורד הלילה מחפשת חוויות,
לא רוצה רגוע היא רוצה רק בעיות,
חותכת את העיר כמו השליח של הוולט,
תפסיקי לעלות על מוניות ולעשות רונדלים"
ואת אינך,איל גולן,2020s,"קחי את הימים 
קחי כבר את הכל איתך
את הדמעות עד שהבוקר שוב עולה
קחי את הבגדים 
את כל השגעונות שלך
כי עדיף לי ראש נקי מלב חולה
תגידי לי רק איך עוזבים שאוהבים
איך שוכחים 
את הלילות הארוכים שכה אהבנו
דיברתי גם עם אלוהים
והוא שתק אז הוא מסכים 
כי אם הלכת לי כנראה זה לא שלנו
ואת אינך 
שנים אני שרפתי בגללך
זוכרת איך ביקשת שלא אלך
עכשיו תראי אותי שכחתי לחייך
זה לא הולך
רציתי רק פשוט זה מסתבך
הכל אני השארתי שם אצלך
עוד יבוא היום שלא אזכור את שמך.
עוד ערב חברים
שאת מזמן לא מכירה
והשגרה הזאת גם לא עוזרת לי
ואיך את רחוקה
עכשיו כמו מדינה זרה
את שוב בודקת את כל הגבולות שלי"
Vatos Locos (ידיים באוויר),סאבלימינל והצל,2020s,"עם הידיים באוויר 
ליידיז אנד ג'נטלמן
ברוכים הבאים לשנת 2023
Yeh
מעלה  Up up up
תאקט We never stop
נרים עוד Shot shot shot 
כולם ידיים באוויר!
בא כמו Ra pa pa
שברנו ת'רצפה 
נרים את התקרה 
עם הידיים באוויר 
עשר, תשע, שמונה, שבע 
אין עוד רגע
כולם ידיים באוויר! 
סיטה, חמסה, ארבע, טלאטה 
כולם יאללה
עם הידיים באוויר
סאב והצל קונג וגודזילה
הבה נגילה וואליי בוילה  
סטייק על השילה וצ'ייסר טקילה
אם בא לה תביא לה קדימה נתחילה
ואטוס לוקוס, ראפ כמו טאקוס 
לא טס לואו קוסט, קאש כמו נרקוס
בן של רפי, בן של עמוס 
לב של מרקו, סוואג של תאנוס
איי קרמבה, קוואבנגה
תל אביבי, צ'ימיצ'נגה
בא כמו נגחה אל המצח 
מאדה פאקה נהיה פה לנצח
אז אורלה אורלה אורלה 
לא נפסיק לחגוג עד שהאור עולה
הכוסות כבר ריקות המקום מלא  
בפזמון שוב עולה לוולה! אולה! 
פזמון.
כמו גחל בנרגילה אני נדלק
נושמת נושפת כולי נזרק
היא חושבת משחקת איתי משחק
נ׳ילא טיקיטיק אני תיקי תאקט
אז אריבה אריבה או דאלה דאלה
עוד מיכל גזולינה נמלא מלא
ונרים לה נרים ת'קהל עלה
מפרפר בצמיגים אני אי לגאלי
טס במאתיים שמונים קמ""ש 
מפלסים לי תדרך מוסרים לי ד""ש 
מי מדליק ת'מנורה של המגרש ?!
אח שלי לצידי למה מי ניגש ?
החיבור המושלם של היין ויאנג
אנחנו לא מתבגרים כמו פיטר פן
משתבחים עם השנים כמו יין 
מגישים לבוגדים את ה...
פזמון. 
עדיין בית שלישי, זה המסר 
שנות 2000 עשינו בית ספר
עדיין אין פרטנר, גם אין אורנג' 
אז תתכונן כי הפעם זה קולג'
הם עדיין עוסקים בהפרד ומשול
הבטחות בלי כיסוי, דיבורים כמו חול
מחייכים מטייחים, זה מתחיל לנזול 
בחיי שהיה כבר עדיף אתמול.
הלו הלו ברו קה פאסו ?
איך תופסים תחיים שלך בלאסו
וואלה חשבו יעשו לנו קאסטות
אבל הכל חוזר כמו במטקות
אז הגיע הזמן להבין עניין
אלפים אלופים משלימים מניין
יסודות וזרעים שנבטו מזמן
העלית בעברית מתקדמים מכאן!
פזמון."
אולסטאר וגופיות,אנה זק ואיתי גלו,2020s,"אוו מה קורה מה נהיה
שוב הבנות משקיעות כל לילה
וואוו מה הלוז מה נהיה
בא לי לשים רק פשוט ויאללה
אוו איזה ערב משהו חד פעמי
אמרתי חד פעמי אין לי כוחות לעצמי
אוו בלי שימלה וגם בלי שום עקבים
אני לא צריכה עקבים במילא הם לא קרובים
אל תגידו לי מה להיות
אני שמה רק אולסטאר וגופיות
אל תגידו לי מה להיות
אני שמה רק אולסטאר וגופיות
אוו מה העניינים
לא לוקחת סיכונים
אם זה נוח אז זה כוח
תלמדו מהבנים
אני קושרת את הסווצ׳רט על המותן
תנו לי אמ אמ אמ אמ אמ אמ
שוב שאלות ״את מוכנה״?
בלי מאמץ את כולם לוקחת
צלמי לי מה לבשת מול המראה
שימי ג׳ינס עם קרעים את בלתי נשכחת
אוו איזה ערב משהו חד פעמי
אמרתי חד פעמי אין לי כוחות לעצמי
אוו בלי שימלה וגם בלי שום עקבים
אני לא צריכה עקבים במילא הם לא קרובים
אל תגידו לי מה להיות
אני שמה רק אולסטאר וגופיות
אל תגידו לי מה להיות
אני שמה רק אולסטאר וגופיות"
אחותי כבר לא סובלת אותך,שירה מרגלית,2020s,"אוי לא
היום הפסדתי בלוטו
נכנסו לי באוטו
והכל בגללך
איף
די נו
אתה גבר הבנו
איפה קראת שצריך להיות חסר תקנה
וואלה יופי 
איך בסוף הוצאת לי תנשמה
אז אין בעד מה
כי אפילו אחותי כבר לא סובלת אותך
לך תבכה לאקסית שלך
לא תקבל תחולצה בחזרה
כי אפילו אחותי כבר לא סובלת אותך
אוי לי
אתה שקרן פתלוגי
גם ארבעים פסיכולוגים
לא יצליחו לעזור 
אל
תספר לי שהיית מבולבל
תבזבז עליי את הדמעות חבל
לא תדע עם מי אני אז אל תשאל
איבדת את הזכות הזו מזמן...
נו וואלה יופי 
איך בסוף הוצאת לי תנשמה
אז אין בעד מה
כי אפילו אחותי כבר לא סובלת אותך
לך תבכה לאקסית שלך
לא תקבל תחולצה בחזרה
כי אפילו אחותי כבר לא סובלת אותך
סוף סוף
לא תתקן לי תעברית
תזייף במכונית
איזה בן אדם מדליק תמאוורר במעלית
לא תגנוב לי ת'כרית
לא תחשוב שלא ראיתי כשהלכתי לשלם
התחלת עם המלצרית
לא תקרא לי בכיינית
חלשה ושקרנית
לא תגיד שבשירים שלי אין שום דבר קליט
לא תהרוס לי תחיים את האיפור על הפנים
לך תספר לאחותך
שאפילו אחותי כבר לא סובלת אותך
לך תבכה לאקסית שלך
לא תקבל ת'חולצה בחזרה
כי אפילו אחותי כבר לא סובלת אותך
היא לא סובלת אותך
לא סובלת אותך"
אין לך דאגות,עידן רייכל,2020s,"אתמול נסענו אל הים רק את אני ואלוהים
לנוח מכל הטירוף הזה דקה
ולא אמרנו שום דבר הרי זה ככה בחיים
האמת תמיד יוצאת עם השתיקה
ואת עומדת לידי את עייפה אני מבין
וזה ימים שאין אותי ואין אותך
אני גונב אותך לרגע ואומר לך בפנים
יותר מכל דבר אחר אני שלך
אין לך דאגות מה יכול להיות
ככה זה בינינו רעש בלילות
במחשבות
כל העולמות מאירים עלינו
כל זה בשבילנו
הכול מהר ושוב לאט אומרים שככה זה תמיד
זו לא טעות ההיגיון הזה מוזר
אני כותב עלינו קצת כי ככה קל לי להגיד
בסוף תמיד הכול נופל על הנייר
ואת עומדת לידי את עייפה אני מבין
וזה ימים שאין אותי ואין אותך
אז אני גונב אותך לרגע ואומר לך בפנים
יותר מכל דבר אחר אני שלך"
לה קוקרצ'ה,דנה אינטרנשיונל,2020s,"ממי אתה לא ברור
(אתה לא ברור)
תגיד ממי אתה צריך אישור?
(לא צריך אישור)
כל המשחק הזה עם העיניים קצת לא קשור 
בא בפוזה של חצי גברי חצי ברבור 
מה חשבת שתקרא לי ותראה אותי כבר רצה
כולן תמיד נופלות בפח אני נשארת קלאסה
חסר לך חריף בפה אני כולי סרירצ'ה 
אני צריכה כריש פטיש ולא לה קוקרצ'ה 
כל שריר שלך זה אומנות 
החולצה צמודה שבא למות 
כנראה נפלת מאולימפוס או בוליווד
אבל ממי קצת הלכת לאיבוד 
Mi amor 
Escucha me 
Escucha, vamos a la testa
Step one, תן זמן 
Step two, Be you
Step three, Be Free
אתה יודע מי אני 
מה חשבת שתקרא לי ותראה אותי כבר רצה
כולן תמיד נופלות בפח אני נשארת קלאסה
חסר לך חריף בפה אני כולי סרירצ'ה 
אני צריכה כריש פטיש ולא לה קוקרצ'ה"
יהיה מי שיאהב אותך ככה,יובל דיין,2020s,"יהיה מי שיאהב אותך ככה
וכשמתחיל בפנים לנוע 
שוב אל אותה השקיעה
אין בך מילים שידברו עננים 
וכשמתחיל בחוץ הרוח 
לשרוק בעלים 
ואין חיוכים שישקיטו רעמים 
יהיה מי שיאהב אותך ככה
יהיה מי שיאהב אותך ככה 
וכשהקול בך נרדם 
שוב אל אותה השתיקה 
ואין בך שירים שישמיעו מנגינה 
זכרי הירח תמיד מחכה, 
תמיד מחכה 
יקשיב לך, יהיה לך יאיר בשבילך 
יאיר בשבילך
יהיה מי שיאהב אותך ככה 
יהיה מי שיאהב אותך ככה 
וכשהכול בך נרעד 
שוב אל אותה השחיקה 
ואין בך תקווה שתחבק ותיגע 
זכרי הירח תמיד מחכה, 
תמיד מחכה 
יקשיב לך, יהיה לך יאיר בשבילך
יאיר בשבילך 
תמיד מחכה, תמיד מחכה
זכרי הירח תמיד מחכה, תמיד מחכה 
יקשיב לך, יהיה לך יאיר בשבילך 
יאיר בשבילך
ויהיה מי שיאהב אותך ככה 
יהיה מי שיאהב אותך 
יהיה מי שיאהב אותך ככה"
אין אותנו יותר,אבי אבורומי ומור,2020s,"אבי:
נו על מי את עובדת ?
כבר שנתיים בנית לך עולם קצת מזוייף
ואת כבר לא חוקרת
ת'חבר הכי טוב שלי 
אם טוב לי או שנטרף
מור:
מגעגוע/עוד געגוע 
עוד שבוע
עוד אחד עם ווייב גרוע
ותודה אתה סוגר לי ת׳מזל
אבי:
גם הפסנתר יודע שאת לא חוזרת
כל השירים עלייך ואת מתעלמת  
את גנובה אם את ראית אותנו לבנתיים
כבר שנתיים
שללב שלי אין בית
ולך זה לא כואב 
תגידי לא נורמלית?
אני אוכל את עצמי
על איך שזה נגמר בינינו
אין אותנו יותר
מור:
ואתה מפרסם שם 
ת׳תמונות עם ההוא וההיא בטיול רחוק 
שרצינו לשנינו
הלוואי והיה לי האומץ עכשיו למחוק
אבי:
את התקופות
של הלילות
היית שרופה עליי קשות 
ותודי שאת דפוקה שלא חזרת
מור:
גם הפסנתר יודע שמזמן הלכת
כל השירים עליך ואתה שכחת  
אתה גנוב אם ת'רואה אותנו לבנתיים
כבר שנתיים
שללב שלי אין בית
ורק לך זה לא שורף 
תגיד אתה נורמלי?
אני אוכלת את עצמי 
על איך שזה נגמר בינינו
אין אותנו יותר"
אז מה עכשיו,עדן חסון,2020s,"כל מוצאי שבת חשבתי רק עלינו
איזו שבת הייתה, אה? (איזו שבת היתה) 
הכל ישב בול רק בשבילנו
ואיזה ראש היינו
היה מצחיק לראות אותך שיכורה, 
וגם אחרי זה במיטה, היית.. היית הכי טובה. 
אני מכור
אני חסר תקנה. 
אני אוהב גם ת'שתיקות איתך. 
אז מה עכשיו? למה את נוגעת מאמי?
הכל ישב בול למה את משגעת אותי?! 
הופכת אותי ללא נורמלי. 
אנלא מוצא תגבול בלוותר עליי שוב. 
אז מה, זהו? ככה מתקפלים? 
יש אצלך עולם, יש לך פה חיים. 
זה לא מילים אחרונות, 
אבל אם כן, את בשלך, אני בשלי
' כפרת עוונות'
אני אמצא חיים כמו שאת אומרת
כשאת מתעצבנת! תקשיבי רגע.. 
אז מה עכשיו? למה את נוגעת מאמי?
הכל ישב בול למה את משגעת אותי,
הופכת אותי ללא נורמלי, 
אנלא מוצא תגבול בלוותר עליי, שוב."
פנתרה,איל גולן,2020s,"אם אני צוחק סימן שטוב לי
לא דופק חשבון לרכילות
אני מהמר עלייך אול אין
לאהוב אותך זה בא לי בקלות
את זורמת לי בתוך הווריד
גם אלוהים יעיד
לא תצעדי לבד
וכלום בניינו לא יפריד
פזמון:
כי את פנתרה את משגעת את כל הבנים
חפלה נדירה הלילה הם לא ישנים
כי את פנתרה ולא חשוב לי מה כולם אומרים
אחללה אווירה את רוקדת וכולם שרים 
אם אני בוכה סימן שרע לי
בחיוך קטן עושה שלום
הריקוד שלך הפך ויראלי
כל המדינה על זה שרים את ההמנון"
עם הנצח,סאבלימינל והצל,2020s,"היי… 
אתה שם במרומים למעלה 
תן לי כוח לא להתייאש 
תעזור לנו אינשאללה 
כי הכל פה עולה באש 
דרך ארוכה עברנו יחד 
ויחדו עם הכל נתמודד 
הזיות שקרים ופחד 
אבל עם הנצח לא מפחד 
——-
מאזין לאילם מדבר לחירש והולך אחרי העיוור
ערפל יתבהר ובסוף האמת תתגלה כמו הסנה שבוער 
כמו כבשים מפוחדות אנשים פה רצים 
מובלים לתוך פי הנמר 
הרועה הנאמן, הם קוראים לו שקרן ומושחת 
נו על מה הוא מדבר…
כן אני רואה את האש מתגברת 
הולכת לעיניים כמה בא לה לטרוף 
ועוד מתפלל שתבין תתעורר 
שנתחיל כבר לדבר אני לא באתי לתקוף 
והם ממשיכים את המחבלים פה לשחרר 
ובונים פה את הגדר שאותנו תעטוף 
תגיד לי כמה זה יכול להמשיך להתדרדר 
אלוקים אני לא יודע מה יהיה פה בסוף 
אז אני צועק 
פזמון:
היי… 
אתה שם במרומים למעלה 
תן לי כוח לא להתייאש 
תעזור לנו אינשאללה 
כי הכל פה עולה באש 
דרך ארוכה עברנו יחד 
ויחדו עם הכל נתמודד 
הזיות שקרים ופחד 
אבל עם הנצח לא מפחד 
רק יחד בלי פחד 
כי זו או שמתאחדים או שמתים יחד 
משפחת תאקט פה בסיר לחץ 
בשביל שהכל יתפוצץ אחי מפסיק מחט 
מי בנינו מפריד העתיד פה מפחיד 
השנאה משתלטת זורמת בווריד 
ההיסטוריה חוזרת מנצח מפסיד 
מהקנייה אל הווסט מהבלה חדיד 
אז היי היי תתאפק 
כי הם משחקים באש תתרחק 
כולנו בקרון אחד נידחק פה 
ברגע שהבית שוב יתפרק 
היי היי תתעורר 
מכוון אלי את הנשק ? תיזהר !
כדי שתרגיע עכשיו ומהר 
אם כדור עוזב את הכנה הוא לא חוזר 
אז…
פזמון:
היי… 
אתה שם במרומים למעלה 
תן לי כוח לא להתייאש 
תעזור לנו אינשאללה 
כי הכל פה עולה באש 
דרך ארוכה עברנו יחד 
ויחדו עם הכל נתמודד 
הזיות שקרים ופחד 
אבל עם הנצח לא מפחד"
